%CPU     %MEM    
  1  0.0
%CPU     %MEM    
 100  0.2
PSR %CPU
  0  5.8
  0  0.0
  1  0.0
  3 75.5
  3  0.0
  0  0.0
  0  0.0
  0  5.0
  2 83.0
  1 59.0
%CPU     %MEM    
 101  0.2
PSR %CPU
  0  5.6
  0  0.0
  1  0.0
  3 74.0
  3  0.0
  0  0.0
  0  0.0
  0  2.5
  2 58.0
  1 72.5
%CPU     %MEM    
 101  0.2
PSR %CPU
  0  5.5
  0  0.0
  1  0.0
  3 72.4
  3  0.0
  0  0.0
  0  0.0
  0  1.6
  2 61.0
  1 65.6
%CPU     %MEM    
99.8  0.2
PSR %CPU
  0  5.3
  0  0.0
  0  0.0
  3 69.6
  3  0.0
  0  0.0
  0  0.0
  0  1.0
  2 42.4
  1 57.4
%CPU     %MEM    
99.9  0.2
PSR %CPU
  2  5.4
  2  0.0
  0  0.0
  3 68.3
  0  0.0
  0  0.0
  3  0.0
  3  0.0
  0  0.0
  3  0.0
%CPU     %MEM    
 100  0.2
PSR %CPU
  2  5.3
  2  0.0
  0  0.0
  3 67.0
  0  0.0
  0  0.0
  3  0.0
  0  3.0
  0 52.0
  3 81.0
%CPU     %MEM    
 100  0.2
PSR %CPU
  2  5.4
  2  0.0
  0  0.0
  3 65.7
  2  0.0
  0  0.0
  3  0.0
  0  0.0
  1  0.0
  3  0.0
%CPU     %MEM    
 100  0.2
PSR %CPU
  2  5.3
  2  0.0
  0  0.0
  3 64.5
  2  0.0
  0  0.0
  3  0.0
  0  4.0
  1 52.0
  3  117
%CPU     %MEM    
98.5  0.2
PSR %CPU
  2  5.1
  2  0.0
  0  0.0
  3 62.3
  1  0.1
  0  0.0
  1  0.1
  2  0.0
  2  0.0
  0 57.0
%CPU     %MEM    
98.8  0.2
PSR %CPU
  2  5.0
  2  0.0
  0  0.0
  3 61.2
  1  0.1
  0  0.0
  1  0.1
  2  0.0
  2  0.0
  0 88.0
%CPU     %MEM    
99.2  0.2
PSR %CPU
  2  4.9
  2  0.0
  0  0.0
  3 60.2
  1  0.1
  0  0.0
  1  0.1
  2  0.0
  2  0.0
  0 97.6
%CPU     %MEM    
99.5  0.2
PSR %CPU
  2  4.9
  2  0.0
  0  0.0
  3 59.2
  1  0.1
  0  0.1
  1  0.1
  3  0.0
  1  0.0
  1  0.0
%CPU     %MEM    
99.7  0.2
PSR %CPU
  2  4.8
  2  0.0
  0  0.0
  3 58.2
  3  0.0
  0  0.0
  1  0.0
  3  0.0
  2  0.0
  0  0.0
%CPU     %MEM    
 100  0.2
PSR %CPU
  2  4.7
  2  0.0
  0  0.0
  3 57.2
  3  0.0
  0  0.0
  1  0.0
  3  0.0
  2  0.0
  0  136
%CPU     %MEM    
98.6  0.2
PSR %CPU
  0  4.6
  2  0.0
  0  0.0
  3 55.5
  0  0.1
  2  0.0
  1  0.1
  2  0.0
  3 14.0
  1 84.0
%CPU     %MEM    
98.9  0.2
PSR %CPU
  0  4.5
  2  0.0
  0  0.0
  3 54.6
  0  0.1
  2  0.0
  1  0.1
  2  0.0
  3 29.0
  1 79.5
%CPU     %MEM    
99.2  0.2
PSR %CPU
  0  4.4
  2  0.0
  0  0.0
  3 53.8
  0  0.1
  2  0.0
  1  0.1
  2  0.0
  3 29.6
  1 82.0
%CPU     %MEM    
99.5  0.2
PSR %CPU
  0  4.4
  2  0.0
  0  0.0
  3 53.0
  0  0.1
  2  0.0
  1  0.1
  2  0.0
  3 27.0
  1 86.5
%CPU     %MEM    
99.8  0.2
PSR %CPU
  0  4.3
  2  0.0
  0  0.0
  3 52.2
  0  0.1
  2  0.1
  1  0.1
  1  0.0
  1  0.0
  3  0.0
%CPU     %MEM    
 100  0.2
PSR %CPU
  0  4.2
  2  0.0
  0  0.0
  3 51.5
  0  0.1
  2  0.1
  1  0.1
  1  0.0
  3  8.0
  2  109
%CPU     %MEM    
98.9  0.3
PSR %CPU
  0  4.1
  2  0.0
  0  0.0
  3 50.0
  1  0.1
  0  0.1
  1  0.1
  1  0.0
  0  0.0
  3 16.0
%CPU     %MEM    
99.1  0.3
PSR %CPU
  0  4.1
  2  0.0
  0  0.0
  3 49.3
  1  0.1
  0  0.1
  1  0.1
  1  0.0
  0  3.5
  3 63.0
%CPU     %MEM    
99.3  0.3
PSR %CPU
  1  4.1
  0  0.0
  1  0.0
  3 48.6
  0  0.1
  2  0.1
  1  0.1
  2  0.0
  0  0.0
  1  0.0
%CPU     %MEM    
99.5  0.3
PSR %CPU
  1  4.0
  0  0.0
  1  0.0
  3 48.0
  0  0.1
  2  0.1
  1  0.1
  2  8.0
  0  5.0
  1  127
%CPU     %MEM    
99.8  0.3
PSR %CPU
  1  4.0
  0  0.0
  1  0.0
  3 47.3
  0  0.1
  2  0.1
  1  0.1
  2  4.0
  0  2.5
  1  123
%CPU     %MEM    
98.7  0.3
PSR %CPU
  1  3.9
  0  0.0
  1  0.0
  3 46.1
  0  0.1
  2  0.1
  1  0.1
  2  2.0
  0  1.2
  1 91.2
%CPU     %MEM    
99.0  0.3
PSR %CPU
  1  3.8
  0  0.0
  1  0.0
  3 45.5
  0  0.1
  2  0.1
  1  0.1
  2  1.6
  0  1.0
  1 96.6
%CPU     %MEM    
99.2  0.3
PSR %CPU
  1  3.8
  2  0.0
  1  0.0
  3 44.9
  0  0.1
  1  0.1
  2  0.1
  2  0.0
  3  0.0
  0  0.0
%CPU     %MEM    
99.5  0.3
PSR %CPU
  1  3.8
  2  0.0
  1  0.0
  3 44.4
  0  0.1
  1  0.1
  2  0.1
  2 52.0
  3  2.0
  0 93.0
%CPU     %MEM    
99.7  0.3
PSR %CPU
  1  3.7
  2  0.0
  1  0.0
  3 43.8
  0  0.1
  1  0.0
  2  0.1
  2 42.0
  3  1.0
  0 89.5
%CPU     %MEM    
99.9  0.3
PSR %CPU
  1  3.7
  3  0.0
  1  0.0
  3 43.3
  0  0.1
  1  0.0
  2  0.1
  3  0.0
  3  0.0
  0  0.0
%CPU     %MEM    
98.9  0.3
PSR %CPU
  1  3.6
  3  0.0
  1  0.0
  3 42.3
  0  0.1
  1  0.0
  2  0.1
  3 24.0
  3  1.0
  1 40.0
%CPU     %MEM    
99.2  0.3
PSR %CPU
  1  3.6
  3  0.0
  1  0.0
  3 41.8
  0  0.1
  1  0.0
  2  0.1
  3 29.6
  3  0.6
  1 53.0
%CPU     %MEM    
99.3  0.3
PSR %CPU
  1  3.5
  1  0.0
  1  0.0
  3 41.3
  2  0.1
  0  0.1
  0  0.1
%CPU     %MEM    
99.4  0.3
PSR %CPU
  3  3.5
  1  0.0
  1  0.0
  3 40.8
  1  0.1
  0  0.1
  2  0.1
  0  2.0
  3  2.0
  0 92.0
%CPU     %MEM    
99.6  0.3
PSR %CPU
  3  3.5
  1  0.0
  1  0.0
  3 40.4
  1  0.1
  0  0.1
  2  0.1
  0  1.0
  3  1.0
  0  105
%CPU     %MEM    
99.8  0.3
PSR %CPU
  3  3.4
  1  0.0
  1  0.0
  3 39.9
  1  0.1
  0  0.1
  2  0.1
  0  0.6
  3  0.6
  0  109
%CPU     %MEM    
98.9  0.3
PSR %CPU
  3  3.4
  1  0.0
  1  0.0
  3 39.0
  1  0.1
  0  0.0
  2  0.1
  0  0.4
  3  0.4
  0 89.2
%CPU     %MEM    
99.1  0.3
PSR %CPU
  3  3.4
  1  0.0
  3  0.0
  3 38.6
  1  0.1
  2  0.1
  2  0.1
  1  0.0
  2  0.0
  3  0.0
%CPU     %MEM    
99.3  0.3
PSR %CPU
  3  3.3
  1  0.0
  2  0.0
  3 38.2
  1  0.1
  2  0.1
  2  0.1
  1  8.0
  2 13.0
  3  115
%CPU     %MEM    
99.5  0.4
PSR %CPU
  1  3.3
  1  0.0
  2  0.0
  3 37.8
  1  0.1
  0  0.1
  2  0.1
  2  0.0
  1  0.0
  0  0.0
%CPU     %MEM    
99.7  0.4
PSR %CPU
  1  3.3
  1  0.0
  2  0.0
  3 37.4
  1  0.1
  0  0.1
  2  0.1
  2  9.0
  1 18.0
  3  102
%CPU     %MEM    
99.9  0.4
PSR %CPU
  1  3.2
  1  0.0
  2  0.0
  3 37.1
  2  0.1
  0  0.1
  0  0.1
%CPU     %MEM    
99.1  0.4
PSR %CPU
  1  3.2
  1  0.0
  2  0.0
  3 37.5
  2  0.1
  0  0.1
  0  0.1
%CPU     %MEM    
99.1  0.4
PSR %CPU
  1  3.2
  1  0.0
  2  0.0
  3 38.0
  2  0.1
  0  0.1
  0  0.1
  2  0.0
  2  0.0
  2  0.0
%CPU     %MEM    
99.3  0.4
PSR %CPU
  1  3.2
  1  0.0
  1  0.0
  3 37.6
  2  0.1
  0  0.1
  0  0.1
  2  0.0
  2  0.0
  2  130
%CPU     %MEM    
99.5  0.4
PSR %CPU
  1  3.1
  1  0.0
  1  0.0
  3 37.2
  2  0.1
  0  0.1
  0  0.1
  2  0.0
  2  0.0
  2  124
%CPU     %MEM    
99.7  0.4
PSR %CPU
  1  3.1
  1  0.0
  1  0.0
  3 36.9
  2  0.1
  0  0.1
  0  0.1
  2  0.0
  2  0.0
  2  122
%CPU     %MEM    
98.9  0.4
PSR %CPU
  1  3.0
  1  0.0
  1  0.0
  3 36.1
  2  0.1
  0  0.1
  0  0.1
  2  0.0
  2  0.0
  2 96.8
%CPU     %MEM    
99.0  0.4
PSR %CPU
  1  3.0
  0  0.0
  0  0.0
  3 35.8
  1  0.1
  0  0.1
  2  0.1
  3  0.0
  3  0.0
  3 91.0
%CPU     %MEM    
99.2  0.4
PSR %CPU
  0  3.0
  0  0.0
  0  0.0
  3 35.5
  1  0.1
  1  0.1
  2  0.1
  1  0.0
  3  0.0
  2  0.0
%CPU     %MEM    
99.4  0.4
PSR %CPU
  0  3.0
  0  0.0
  0  0.0
  3 35.1
  1  0.1
  1  0.1
  2  0.1
  1  0.0
  3  0.0
  2  115
%CPU     %MEM    
99.5  0.4
PSR %CPU
  0  3.0
  0  0.0
  0  0.0
  3 34.9
  1  0.1
  2  0.1
  3  0.1
%CPU     %MEM    
99.7  0.4
PSR %CPU
  0  2.9
  0  0.0
  0  0.0
  3 35.7
  1  0.1
  2  0.1
  3  0.1
%CPU     %MEM    
99.0  0.4
PSR %CPU
  0  2.9
  0  0.0
  0  0.0
  3 36.1
  1  0.1
  2  0.1
  3  0.1
%CPU     %MEM    
99.1  0.4
PSR %CPU
  0  2.9
  0  0.0
  0  0.0
  3 36.8
  1  0.1
  2  0.1
  3  0.1
%CPU     %MEM    
99.3  0.4
PSR %CPU
  0  2.8
  0  0.0
  0  0.0
  3 37.5
  1  0.1
  2  0.1
  3  0.1
%CPU     %MEM    
99.5  0.4
PSR %CPU
  0  2.8
  0  0.0
  0  0.0
  3 38.2
  1  0.1
  2  0.1
  3  0.1
%CPU     %MEM    
99.6  0.4
PSR %CPU
  0  2.8
  0  0.0
  0  0.0
  3 38.9
  1  0.1
  2  0.1
  3  0.1
%CPU     %MEM    
99.8  0.4
PSR %CPU
  0  2.8
  0  0.0
  0  0.0
  3 39.6
  1  0.1
  2  0.1
  3  0.1
%CPU     %MEM    
99.1  0.4
PSR %CPU
  0  2.7
  0  0.0
  0  0.0
  3 39.9
  1  0.1
  2  0.1
  3  0.1
%CPU     %MEM    
99.2  0.4
PSR %CPU
  0  2.7
  0  0.0
  0  0.0
  3 40.6
  1  0.1
  2  0.1
  3  0.1
%CPU     %MEM    
99.1  0.5
PSR %CPU
  0  2.7
  0  0.0
  0  0.0
  3 40.8
  1  0.1
  2  0.1
  3  0.1
  0  0.0
  1  0.0
  0  0.0
%CPU     %MEM    
99.3  0.5
PSR %CPU
  0  2.7
  0  0.0
  0  0.0
  3 40.5
  1  0.1
  2  0.1
  3  0.1
  0  0.0
  1 12.0
  0  120
%CPU     %MEM    
98.6  0.5
PSR %CPU
  0  2.6
  3  0.0
  3  0.0
  3 39.8
  1  0.1
  2  0.1
  3  0.1
  0  0.0
  1  4.0
  0 79.0
%CPU     %MEM    
98.8  0.5
PSR %CPU
  0  2.6
  3  0.0
  3  0.0
  3 39.5
  1  0.1
  2  0.1
  3  0.1
  0  0.0
  1  3.0
  0 88.7
%CPU     %MEM    
98.9  0.5
PSR %CPU
  0  2.6
  3  0.0
  3  0.0
  3 39.2
  1  0.1
  2  0.1
  3  0.1
  0  0.0
  1  2.4
  0 94.4
%CPU     %MEM    
99.0  0.4
PSR %CPU
  0  2.6
  3  0.0
  3  0.0
  3 38.9
  1  0.1
  2  0.1
  3  0.1
  1  0.0
  2  0.0
  1  0.0
%CPU     %MEM    
99.2  0.4
PSR %CPU
  0  2.5
  3  0.0
  3  0.0
  3 38.6
  1  0.1
  2  0.1
  3  0.1
  1  0.0
  2  6.0
  1  154
%CPU     %MEM    
99.3  0.4
PSR %CPU
  0  2.5
  3  0.0
  2  0.0
  3 38.3
  1  0.1
  2  0.1
  3  0.1
  2  0.0
  3  0.0
  2  0.0
%CPU     %MEM    
98.7  0.4
PSR %CPU
  0  2.5
  3  0.0
  2  0.0
  3 37.7
  1  0.1
  2  0.1
  3  0.1
  2  0.0
  3  3.0
  2 88.0
%CPU     %MEM    
98.8  0.5
PSR %CPU
  0  2.5
  3  0.0
  2  0.0
  3 38.1
  1  0.1
  2  0.1
  3  0.1
%CPU     %MEM    
98.9  0.5
PSR %CPU
  0  2.5
  3  0.0
  2  0.0
  3 38.7
  1  0.1
  2  0.1
  3  0.1
%CPU     %MEM    
99.1  0.5
PSR %CPU
  0  2.4
  3  0.0
  2  0.0
  3 39.3
  1  0.1
  2  0.1
  3  0.1
%CPU     %MEM    
99.2  0.5
PSR %CPU
  0  2.4
  3  0.0
  2  0.0
  3 39.9
  1  0.1
  2  0.1
  3  0.1
%CPU     %MEM    
99.3  0.5
PSR %CPU
  0  2.4
  3  0.0
  2  0.0
  3 40.4
  1  0.1
  2  0.1
  3  0.1
%CPU     %MEM    
98.7  0.5
PSR %CPU
  0  2.4
  3  0.0
  2  0.0
  3 40.6
  1  0.1
  2  0.1
  3  0.1
  1  0.0
  1  0.0
  2  0.0
%CPU     %MEM    
98.9  0.5
PSR %CPU
  0  2.3
  3  0.0
  2  0.0
  3 40.3
  1  0.1
  2  0.1
  3  0.1
  1  0.0
  1  4.0
  2  119
%CPU     %MEM    
99.0  0.5
PSR %CPU
  0  2.3
  3  0.0
  2  0.0
  3 40.0
  1  0.1
  2  0.1
  3  0.1
  1  0.0
  1  2.0
  2  119
%CPU     %MEM    
99.2  0.5
PSR %CPU
  0  2.3
  3  0.0
  2  0.0
  3 39.8
  1  0.1
  2  0.1
  3  0.1
  1  0.0
  1  1.3
  2  118
%CPU     %MEM    
99.3  0.5
PSR %CPU
  0  2.3
  3  0.0
  2  0.0
  3 39.5
  1  0.1
  2  0.1
  3  0.1
  1  0.0
  1  1.0
  2  118
%CPU     %MEM    
98.7  0.5
PSR %CPU
  0  2.3
  3  0.0
  2  0.0
  3 38.9
  1  0.1
  2  0.1
  3  0.1
  1  0.0
  3  2.0
  1 92.0
%CPU     %MEM    
98.9  0.5
PSR %CPU
  0  2.3
  3  0.0
  2  0.0
  3 38.7
  1  0.1
  2  0.1
  3  0.1
  3  0.0
  2  0.0
  3  0.0
%CPU     %MEM    
99.0  0.5
PSR %CPU
  0  2.2
  3  0.0
  2  0.0
  3 38.4
  1  0.1
  2  0.1
  3  0.1
  3  0.0
  2  2.0
  3  127
%CPU     %MEM    
99.1  0.5
PSR %CPU
  0  2.2
  3  0.0
  2  0.0
  3 38.4
  1  0.1
  2  0.1
  3  0.1
%CPU     %MEM    
99.2  0.5
PSR %CPU
  0  2.2
  3  0.0
  2  0.0
  3 38.9
  1  0.1
  2  0.1
  3  0.1
%CPU     %MEM    
99.3  0.5
PSR %CPU
  0  2.2
  3  0.0
  2  0.0
  3 39.5
  1  0.1
  2  0.1
  3  0.1
%CPU     %MEM    
98.8  0.5
PSR %CPU
  0  2.2
  3  0.0
  2  0.0
  3 39.7
  1  0.1
  2  0.1
  3  0.1
%CPU     %MEM    
98.9  0.5
PSR %CPU
  0  2.2
  3  0.0
  2  0.0
  3 40.3
  1  0.1
  2  0.1
  3  0.1
%CPU     %MEM    
99.1  0.5
PSR %CPU
  0  2.1
  3  0.0
  2  0.0
  3 40.8
  1  0.1
  2  0.1
  3  0.1
%CPU     %MEM    
99.2  0.5
PSR %CPU
  2  2.2
  2  0.0
  2  0.0
  3 40.9
  1  0.1
  2  0.1
  3  0.1
  3  0.0
  0  0.0
  3  0.0
%CPU     %MEM    
99.3  0.5
PSR %CPU
  2  2.2
  2  0.0
  2  0.0
  3 40.6
  1  0.1
  2  0.1
  3  0.1
  3  0.0
  0  2.0
  3  172
%CPU     %MEM    
98.8  0.5
PSR %CPU
  2  2.1
  2  0.0
  2  0.0
  3 40.1
  1  0.1
  2  0.1
  3  0.1
  3  0.0
  0  0.6
  3 96.6
%CPU     %MEM    
98.9  0.5
PSR %CPU
  2  2.1
  2  0.0
  2  0.0
  3 39.8
  1  0.1
  2  0.1
  3  0.1
  3  0.0
  0  0.5
  3  101
%CPU     %MEM    
99.0  0.5
PSR %CPU
  0  2.1
  2  0.0
  2  0.0
  3 39.6
  1  0.1
  2  0.1
  3  0.1
  1  0.0
  0  0.0
  2  0.0
%CPU     %MEM    
99.1  0.5
PSR %CPU
  0  2.1
  2  0.0
  2  0.0
  3 39.3
  1  0.1
  2  0.1
  3  0.1
  1  0.0
  0  0.0
  2  146
%CPU     %MEM    
98.9  0.5
PSR %CPU
  0  2.1
  2  0.0
  2  0.0
  3 39.1
  1  0.1
  2  0.1
  3  0.1
  0  0.0
  1  0.0
  0  0.0
%CPU     %MEM    
99.1  0.5
PSR %CPU
  0  2.1
  2  0.0
  2  0.0
  3 38.8
  1  0.1
  2  0.1
  3  0.1
  0  0.0
  1  0.0
  0  146
%CPU     %MEM    
98.5  0.6
PSR %CPU
  0  2.1
  2  0.0
  2  0.0
  3 38.4
  1  0.1
  2  0.1
  3  0.1
  1  0.0
  1  0.0
  3 77.0
%CPU     %MEM    
98.7  0.6
PSR %CPU
  0  2.0
  2  0.0
  2  0.0
  3 38.1
  1  0.1
  2  0.1
  3  0.1
  1  0.0
  1  0.0
  3 97.0
%CPU     %MEM    
98.8  0.5
PSR %CPU
  0  2.0
  2  0.0
  2  0.0
  3 37.9
  1  0.1
  2  0.1
  3  0.1
  1  0.0
  2  0.0
  1 67.0
%CPU     %MEM    
98.8  0.5
PSR %CPU
  0  2.0
  2  0.0
  2  0.0
  3 37.7
  1  0.1
  2  0.1
  3  0.1
  3  0.0
  3  0.0
  3  0.0
%CPU     %MEM    
98.9  0.5
PSR %CPU
  0  2.0
  2  0.0
  2  0.0
  3 37.8
  1  0.1
  2  0.1
  3  0.1
%CPU     %MEM    
99.1  0.6
PSR %CPU
  0  2.1
  1  0.0
  2  0.0
  3 37.7
  1  0.1
  2  0.1
  3  0.1
  1  0.0
  1  0.0
  2  0.0
%CPU     %MEM    
98.6  0.6
PSR %CPU
  0  2.1
  1  0.0
  2  0.0
  3 37.2
  1  0.1
  2  0.1
  3  0.1
  1  1.0
  1  0.0
  2 99.0
%CPU     %MEM    
98.7  0.6
PSR %CPU
  0  2.0
  1  0.0
  2  0.0
  3 37.0
  1  0.1
  2  0.1
  3  0.1
  1  0.6
  1  0.0
  2  105
%CPU     %MEM    
98.8  0.6
PSR %CPU
  0  2.0
  1  0.0
  2  0.0
  3 36.8
  1  0.1
  2  0.1
  3  0.1
  1  0.5
  1  0.0
  2  108
%CPU     %MEM    
98.9  0.6
PSR %CPU
  0  2.0
  1  0.0
  2  0.0
  3 36.6
  1  0.1
  2  0.1
  3  0.1
  1  0.0
  3  0.0
  3  0.0
%CPU     %MEM    
99.0  0.6
PSR %CPU
  0  2.1
  1  0.0
  2  0.0
  3 36.4
  1  0.1
  2  0.1
  3  0.1
  1  6.0
  3  0.0
  3  104
%CPU     %MEM    
98.5  0.6
PSR %CPU
  0  2.1
  1  0.0
  2  0.0
  3 35.9
  1  0.1
  2  0.1
  3  0.1
  1  2.0
  2  0.0
  1  9.0
%CPU     %MEM    
98.7  0.6
PSR %CPU
  1  2.1
  1  0.0
  2  0.0
  3 35.7
  1  0.1
  2  0.1
  3  0.1
  1  4.0
  2  0.0
  0 56.0
%CPU     %MEM    
98.8  0.6
PSR %CPU
  1  2.1
  3  0.0
  2  0.0
  3 35.5
  2  0.1
  2  0.1
  3  0.1
  3  0.0
  0  0.0
  1  0.0
%CPU     %MEM    
98.9  0.6
PSR %CPU
  1  2.1
  3  0.0
  2  0.0
  3 35.3
  2  0.1
  2  0.1
  3  0.1
  3  4.0
  0  1.0
  1  131
%CPU     %MEM    
99.0  0.6
PSR %CPU
  1  2.1
  3  0.0
  2  0.0
  3 35.2
  2  0.1
  2  0.1
  3  0.1
  3  2.0
  0  0.5
  1  124
%CPU     %MEM    
99.1  0.6
PSR %CPU
  1  2.1
  3  0.0
  2  0.0
  3 35.0
  2  0.1
  2  0.1
  3  0.1
  3  1.3
  0  0.3
  1  122
%CPU     %MEM    
98.6  0.6
PSR %CPU
  1  2.1
  3  0.0
  2  0.0
  3 34.6
  2  0.1
  3  0.1
  3  0.1
  3  0.0
  3  0.0
  0  0.0
%CPU     %MEM    
98.7  0.6
PSR %CPU
  1  2.1
  3  0.0
  2  0.0
  3 34.4
  2  0.1
  3  0.1
  3  0.1
  0  2.0
  3  1.0
  0  114
%CPU     %MEM    
98.8  0.6
