%CPU     %MEM    
  1  0.3
%CPU     %MEM    
97.9  0.2
PSR %CPU
  3  2.0
  2  0.0
  0  0.0
  1 55.6
  2  0.3
  1  0.5
  3  0.3
  0  0.0
  1  0.0
  0 41.0
%CPU     %MEM    
98.1  0.2
PSR %CPU
  3  2.0
  2  0.0
  0  0.0
  1 54.6
  2  0.3
  1  0.5
  3  0.3
  0  0.0
  1  0.0
  2  0.0
%CPU     %MEM    
98.4  0.2
PSR %CPU
  3  2.0
  2  0.0
  0  0.0
  1 53.9
  1  0.4
  3  0.5
  3  0.3
%CPU     %MEM    
98.8  0.2
PSR %CPU
  1  2.0
  2  0.0
  0  0.0
  1 53.7
  3  0.4
  1  0.5
  3  0.3
  2  0.0
  0  0.0
  2  0.0
%CPU     %MEM    
99.0  0.2
PSR %CPU
  2  2.0
  2  0.0
  0  0.0
  1 54.0
  3  0.4
  1  0.5
  3  0.4
%CPU     %MEM    
97.3  0.2
PSR %CPU
  3  1.9
  2  0.0
  0  0.0
  1 52.1
  3  0.4
  2  0.5
  1  0.4
  1  0.0
  2  0.0
  0 24.0
%CPU     %MEM    
97.6  0.2
PSR %CPU
  3  1.9
  2  0.0
  0  0.0
  1 52.7
  1  0.4
  1  0.5
  2  0.4
  0  0.0
  1  0.0
  3  0.0
%CPU     %MEM    
97.9  0.2
PSR %CPU
  3  1.9
  2  0.0
  0  0.0
  1 52.3
  1  0.4
  2  0.6
  2  0.4
%CPU     %MEM    
98.3  0.2
PSR %CPU
  3  1.9
  2  0.0
  0  0.0
  1 52.3
  0  0.4
  2  0.6
  1  0.4
  1  0.0
  1  0.0
  1  0.0
%CPU     %MEM    
98.5  0.2
PSR %CPU
  3  1.9
  2  0.0
  0  0.0
  1 51.4
  0  0.4
  3  0.6
  1  0.4
  0  0.0
  1  0.0
  2  0.0
%CPU     %MEM    
97.1  0.2
PSR %CPU
  3  1.8
  2  0.0
  0  0.0
  1 49.5
  0  0.4
  2  0.6
  1  0.4
  3  0.0
  2  0.0
  0 11.0
%CPU     %MEM    
97.3  0.2
PSR %CPU
  1  1.8
  2  0.0
  0  0.0
  1 48.7
  3  0.4
  3  0.6
  0  0.4
  2  0.0
  2  0.0
  3 27.0
%CPU     %MEM    
97.7  0.2
PSR %CPU
  1  1.8
  2  0.0
  0  0.0
  1 47.9
  2  0.4
  3  0.6
  0  0.4
%CPU     %MEM    
97.8  0.2
PSR %CPU
  1  1.8
  2  0.0
  0  0.0
  1 47.1
  2  0.4
  3  0.6
  0  0.4
%CPU     %MEM    
98.0  0.2
PSR %CPU
  1  1.7
  2  0.0
  1  0.0
  1 46.3
  1  0.4
  3  0.6
  0  0.4
  3  0.0
  2  0.0
  2  110
%CPU     %MEM    
98.2  0.2
PSR %CPU
  1  1.7
  2  0.0
  1  0.0
  1 45.6
  3  0.4
  3  0.6
  0  0.4
%CPU     %MEM    
96.6  0.3
PSR %CPU
  1  1.7
  2  0.0
  1  0.0
  1 44.2
  3  0.4
  3  0.6
  0  0.4
  2  0.0
  1  0.0
  3 93.0
%CPU     %MEM    
96.9  0.3
PSR %CPU
  1  1.6
  2  0.0
  1  0.0
  1 43.5
  2  0.4
  3  0.6
  0  0.4
  3  0.0
  0  0.0
  2  0.0
%CPU     %MEM    
97.2  0.3
PSR %CPU
  1  1.6
  3  0.0
  1  0.0
  1 42.8
  2  0.4
  3  0.6
  0  0.4
  2  0.0
  2  0.0
  3 87.0
%CPU     %MEM    
97.3  0.3
PSR %CPU
  1  1.7
  3  0.0
  3  0.0
  1 42.2
  1  0.4
  3  0.6
  0  0.5
%CPU     %MEM    
97.5  0.3
PSR %CPU
  1  1.6
  3  0.0
  3  0.0
  1 41.6
  1  0.5
  3  0.6
  0  0.5
  2  0.0
  2  0.0
  2  0.0
%CPU     %MEM    
96.3  0.3
PSR %CPU
  1  1.6
  3  0.0
  3  0.0
  1 40.4
  0  0.4
  3  0.6
  3  0.5
  0  1.0
  2  0.0
  3 98.0
%CPU     %MEM    
96.5  0.3
PSR %CPU
  1  1.6
  3  0.0
  3  0.0
  1 39.8
  0  0.4
  2  0.6
  3  0.5
  2  0.0
  0  0.0
  2 22.0
%CPU     %MEM    
96.7  0.3
PSR %CPU
  1  1.6
  2  0.0
  2  0.0
  1 39.2
  0  0.4
  2  0.6
  3  0.5
  3  0.0
  0  0.0
  1 89.0
%CPU     %MEM    
96.9  0.3
PSR %CPU
  1  1.6
  2  0.0
  2  0.0
  1 38.7
  0  0.4
  2  0.6
  3  0.5
  2  0.0
  0  0.0
  1  0.0
%CPU     %MEM    
97.1  0.3
PSR %CPU
  1  1.6
  2  0.0
  2  0.0
  1 38.2
  0  0.4
  2  0.6
  3  0.5
  2  0.0
  3  0.0
  0 88.0
%CPU     %MEM    
97.2  0.3
PSR %CPU
  1  1.6
  2  0.0
  2  0.0
  1 37.7
  3  0.5
  2  0.6
  3  0.5
  0  0.0
  3  0.0
  0  0.0
%CPU     %MEM    
96.2  0.3
PSR %CPU
  1  1.6
  2  0.0
  2  0.0
  1 36.7
  3  0.4
  2  0.6
  3  0.5
  3  0.0
  0  0.0
  2  0.0
%CPU     %MEM    
96.4  0.3
PSR %CPU
  3  1.6
  2  0.0
  2  0.0
  1 36.2
  2  0.5
  2  0.6
  3  0.5
  0  0.0
  1  0.0
  1  0.0
%CPU     %MEM    
96.7  0.3
PSR %CPU
  3  1.6
  2  0.0
  2  0.0
  1 35.8
  2  0.4
  3  0.6
  3  0.5
  1  0.0
  2  0.0
  0  0.0
%CPU     %MEM    
97.0  0.3
PSR %CPU
  3  1.6
  2  0.0
  2  0.0
  1 35.3
  2  0.4
  3  0.6
  3  0.5
  1  113
  2  0.0
  0 34.0
%CPU     %MEM    
97.2  0.3
PSR %CPU
  2  1.6
  2  0.0
  2  0.0
  1 34.9
  3  0.4
  2  0.6
  3  0.5
  1  0.0
  0  0.0
  3  0.0
%CPU     %MEM    
96.3  0.3
PSR %CPU
  2  1.5
  2  0.0
  2  0.0
  1 34.0
  3  0.4
  2  0.6
  3  0.5
  1 78.0
  0  0.0
  3 17.0
%CPU     %MEM    
96.5  0.3
PSR %CPU
  2  1.5
  2  0.0
  2  0.0
  1 33.7
  0  0.4
  3  0.6
  3  0.5
  3  1.0
  1  0.0
  1  107
%CPU     %MEM    
96.6  0.3
PSR %CPU
  1  1.5
  2  0.0
  2  0.0
  1 33.3
  0  0.5
  3  0.6
  2  0.5
  2  0.0
  1  0.0
  3  0.0
%CPU     %MEM    
96.9  0.3
PSR %CPU
  1  1.5
  2  0.0
  2  0.0
  1 32.9
  0  0.5
  3  0.6
  2  0.5
  2  0.0
  1  0.0
  3  119
%CPU     %MEM    
96.9  0.4
PSR %CPU
  2  1.5
  3  0.0
  3  0.0
  3 32.5
  0  0.5
  1  0.6
  2  0.5
  0  0.0
  1  0.0
  3  0.0
%CPU     %MEM    
97.2  0.3
PSR %CPU
  2  1.5
  2  0.0
  0  0.0
  3 32.1
  0  0.5
  1  0.6
  1  0.5
  3  0.0
  2  0.0
  0  0.0
%CPU     %MEM    
96.3  0.3
PSR %CPU
  0  1.6
  2  0.0
  0  0.0
  3 31.4
  0  0.5
  0  0.6
  1  0.5
  3  4.0
  2 14.0
  3 40.0
%CPU     %MEM    
96.5  0.3
PSR %CPU
  1  1.6
  1  0.0
  0  0.0
  3 31.1
  0  0.5
  0  0.6
  2  0.5
  3  0.0
  0  0.0
  2 96.0
%CPU     %MEM    
96.6  0.3
PSR %CPU
  1  1.6
  1  0.0
  0  0.0
  3 30.7
  0  0.5
  2  0.6
  3  0.5
  0  0.0
  3  0.0
  0  0.0
%CPU     %MEM    
96.8  0.4
PSR %CPU
  1  1.6
  1  0.0
  0  0.0
  3 30.4
  2  0.5
  2  0.6
  0  0.5
  3  0.0
  3  1.0
  2 84.0
%CPU     %MEM    
96.9  0.3
PSR %CPU
  1  1.6
  1  0.0
  0  0.0
  3 30.1
  3  0.5
  2  0.6
  0  0.5
  2  0.0
  2  0.0
  2  0.0
%CPU     %MEM    
96.0  0.4
PSR %CPU
  1  1.5
  2  0.0
  0  0.0
  3 29.5
  3  0.5
  2  0.6
  1  0.5
  2  0.0
  0  0.0
  3  4.0
%CPU     %MEM    
96.2  0.4
PSR %CPU
  1  1.5
  2  0.0
  0  0.0
  3 29.1
  2  0.5
  2  0.6
  3  0.5
  2  0.0
  3  0.0
  0 34.0
%CPU     %MEM    
96.4  0.4
PSR %CPU
  1  1.5
  2  0.0
  0  0.0
  3 28.8
  3  0.5
  2  0.6
  3  0.5
  0  0.0
  2  0.0
  0 40.0
%CPU     %MEM    
96.6  0.4
PSR %CPU
  1  1.6
  2  0.0
  0  0.0
  3 28.6
  2  0.5
  3  0.6
  3  0.5
  3  0.0
  3  0.0
  0 66.0
%CPU     %MEM    
96.7  0.4
PSR %CPU
  1  1.6
  2  0.0
  0  0.0
  1 28.3
  2  0.5
  1  0.6
  3  0.5
  1  0.0
  1  0.0
  0  0.0
%CPU     %MEM    
96.9  0.4
PSR %CPU
  1  1.6
  2  0.0
  0  0.0
  1 28.0
  2  0.5
  1  0.6
  3  0.5
%CPU     %MEM    
96.1  0.4
PSR %CPU
  1  1.6
  2  0.0
  0  0.0
  1 27.5
  2  0.5
  2  0.6
  3  0.5
  2  0.0
  0  0.0
  2  9.0
%CPU     %MEM    
96.3  0.4
PSR %CPU
  1  1.6
  2  0.0
  0  0.0
  1 27.2
  0  0.5
  2  0.6
  3  0.5
  3  0.0
  0  0.0
  3  0.0
%CPU     %MEM    
96.5  0.4
PSR %CPU
  2  1.6
  2  0.0
  0  0.0
  1 27.4
  0  0.5
  2  0.6
  3  0.5
%CPU     %MEM    
96.7  0.4
PSR %CPU
  0  1.6
  2  0.0
  0  0.0
  1 27.6
  0  0.5
  2  0.6
  3  0.5
  1  0.0
  0  0.0
  3  0.0
%CPU     %MEM    
96.8  0.4
PSR %CPU
  0  1.6
  2  0.0
  0  0.0
  1 27.4
  0  0.5
  2  0.6
  3  0.5
  1  0.0
  0  0.0
  1  0.0
%CPU     %MEM    
97.0  0.4
PSR %CPU
  2  1.6
  2  0.0
  0  0.0
  1 27.5
  0  0.5
  1  0.6
  3  0.5
%CPU     %MEM    
96.3  0.4
PSR %CPU
  2  1.6
  2  0.0
  0  0.0
  1 27.1
  0  0.5
  1  0.6
  3  0.5
  1  0.0
  1  0.0
  1 26.0
%CPU     %MEM    
96.4  0.4
PSR %CPU
  2  1.6
  2  0.0
  0  0.0
  1 27.4
  0  0.5
  2  0.6
  3  0.5
%CPU     %MEM    
96.6  0.4
PSR %CPU
  2  1.6
  2  0.0
  0  0.0
  1 28.2
  0  0.5
  2  0.6
  3  0.5
%CPU     %MEM    
96.8  0.4
PSR %CPU
  2  1.6
  2  0.0
  0  0.0
  1 29.0
  0  0.5
  2  0.6
  3  0.5
%CPU     %MEM    
97.0  0.4
PSR %CPU
  2  1.6
  2  0.0
  0  0.0
  1 29.8
  0  0.5
  2  0.6
  3  0.5
%CPU     %MEM    
96.3  0.4
PSR %CPU
  2  1.5
  2  0.0
  0  0.0
  1 29.4
  0  0.5
  2  0.6
  3  0.5
  0  0.0
  0  0.0
  3 98.0
%CPU     %MEM    
96.5  0.4
PSR %CPU
  2  1.5
  2  0.0
  0  0.0
  3 29.3
  1  0.5
  0  0.6
  3  0.5
%CPU     %MEM    
96.6  0.4
PSR %CPU
  2  1.5
  2  0.0
  0  0.0
  3 29.7
  1  0.5
  0  0.6
  3  0.5
  0  0.0
  2  0.0
  1  0.0
%CPU     %MEM    
96.8  0.4
PSR %CPU
  2  1.5
  2  0.0
  0  0.0
  3 29.5
  1  0.5
  0  0.6
  3  0.5
  3  0.0
  0  0.0
  3  0.0
%CPU     %MEM    
96.8  0.4
PSR %CPU
  0  1.5
  0  0.0
  0  0.0
  3 29.2
  1  0.5
  0  0.6
  3  0.5
  1  0.0
  2  0.0
  1  0.0
%CPU     %MEM    
96.9  0.4
PSR %CPU
  0  1.5
  1  0.0
  1  0.0
  3 29.0
  1  0.5
  1  0.6
  3  0.5
  1  0.0
  2  0.0
  3  0.0
%CPU     %MEM    
96.2  0.5
PSR %CPU
  0  1.5
  1  0.0
  1  0.0
  3 28.5
  1  0.5
  1  0.6
  2  0.5
  0  0.0
  3  4.0
  2 63.0
%CPU     %MEM    
96.4  0.4
PSR %CPU
  0  1.5
  1  0.0
  1  0.0
  3 28.3
  0  0.5
  1  0.6
  2  0.5
  1  0.0
  2  2.0
  3 32.0
%CPU     %MEM    
96.5  0.5
PSR %CPU
  0  1.5
  1  0.0
  1  0.0
  3 28.1
  1  0.5
  1  0.6
  2  0.5
  1  0.0
  3  4.0
  0 96.0
%CPU     %MEM    
96.6  0.5
PSR %CPU
  1  1.5
  1  0.0
  1  0.0
  3 27.8
  2  0.5
  0  0.6
  2  0.5
  2  0.0
  1  0.0
  1  0.0
%CPU     %MEM    
96.8  0.5
PSR %CPU
  1  1.5
  1  0.0
  1  0.0
  3 28.5
  2  0.5
  0  0.6
  0  0.5
%CPU     %MEM    
96.6  0.5
PSR %CPU
  1  1.5
  1  0.0
  1  0.0
  3 28.2
  2  0.5
  0  0.6
  0  0.5
  1  0.0
  2  0.0
  1 56.0
%CPU     %MEM    
95.9  0.5
PSR %CPU
  2  1.5
  1  0.0
  1  0.0
  3 28.0
  0  0.5
  2  0.6
  2  0.5
%CPU     %MEM    
96.0  0.5
PSR %CPU
  0  1.5
  1  0.0
  1  0.0
  3 27.7
  0  0.5
  2  0.6
  2  0.5
  0  0.0
  1  0.0
  1  0.0
%CPU     %MEM    
96.1  0.5
PSR %CPU
  0  1.5
  1  0.0
  1  0.0
  3 27.8
  1  0.5
  2  0.6
  1  0.5
%CPU     %MEM    
96.3  0.5
PSR %CPU
  0  1.5
  1  0.0
  1  0.0
  3 28.5
  1  0.5
  2  0.6
  1  0.5
%CPU     %MEM    
96.4  0.5
PSR %CPU
  0  1.5
  1  0.0
  1  0.0
  3 29.1
  1  0.5
  2  0.6
  1  0.5
%CPU     %MEM    
95.9  0.5
PSR %CPU
  0  1.4
  1  0.0
  1  0.0
  3 29.6
  1  0.5
  2  0.6
  1  0.5
%CPU     %MEM    
96.0  0.5
PSR %CPU
  0  1.4
  1  0.0
  1  0.0
  3 30.0
  0  0.5
  2  0.6
  1  0.5
  1  0.0
  2  0.0
  2  0.0
%CPU     %MEM    
96.1  0.5
PSR %CPU
  0  1.4
  1  0.0
  1  0.0
  3 29.8
  2  0.5
  3  0.6
  1  0.5
  1  0.0
  2  0.0
  3  0.0
%CPU     %MEM    
96.2  0.5
PSR %CPU
  0  1.4
  1  0.0
  0  0.0
  3 29.6
  2  0.5
  3  0.6
  1  0.5
  3  0.0
  1  0.0
  1  0.0
%CPU     %MEM    
96.3  0.5
PSR %CPU
  0  1.4
  1  0.0
  2  0.0
  3 29.4
  2  0.5
  3  0.6
  0  0.5
  1  0.0
  3  0.0
  3  0.0
%CPU     %MEM    
96.5  0.4
PSR %CPU
  0  1.4
  1  0.0
  2  0.0
  3 29.8
  2  0.5
  2  0.6
  3  0.5
%CPU     %MEM    
95.9  0.4
PSR %CPU
  0  1.4
  1  0.0
  2  0.0
  3 30.2
  2  0.5
  2  0.6
  3  0.5
%CPU     %MEM    
96.1  0.4
PSR %CPU
  0  1.4
  1  0.0
  2  0.0
  3 30.8
  2  0.5
  2  0.6
  3  0.5
%CPU     %MEM    
96.2  0.4
PSR %CPU
  0  1.4
  1  0.0
  2  0.0
  3 31.4
  2  0.5
  2  0.6
  3  0.5
%CPU     %MEM    
96.4  0.4
PSR %CPU
  0  1.4
  1  0.0
  2  0.0
  3 32.0
  2  0.5
  2  0.5
  3  0.5
%CPU     %MEM    
96.5  0.4
PSR %CPU
  0  1.4
  1  0.0
  2  0.0
  3 32.5
  2  0.5
  2  0.5
  3  0.5
%CPU     %MEM    
96.0  0.4
PSR %CPU
  0  1.3
  1  0.0
  2  0.0
  3 32.9
  2  0.5
  2  0.5
  3  0.5
%CPU     %MEM    
96.2  0.5
PSR %CPU
  0  1.4
  1  0.0
  2  0.0
  3 33.3
  2  0.5
  2  0.5
  3  0.5
  1  0.0
  1  0.0
  2  0.0
%CPU     %MEM    
96.3  0.5
PSR %CPU
  0  1.4
  1  0.0
  2  0.0
  3 33.1
  1  0.5
  2  0.5
  3  0.5
  1  0.0
  0  0.0
  0  0.0
%CPU     %MEM    
96.3  0.5
PSR %CPU
  0  1.4
  1  0.0
  2  0.0
  3 32.9
  3  0.5
  2  0.5
  2  0.5
  1  0.0
  3  0.0
  1  0.0
%CPU     %MEM    
96.4  0.5
PSR %CPU
  0  1.4
  1  0.0
  2  0.0
  3 32.7
  3  0.5
  2  0.5
  1  0.5
  1  0.0
  1  0.0
  3  0.0
%CPU     %MEM    
96.6  0.5
PSR %CPU
  0  1.5
  1  0.0
  2  0.0
  3 32.5
  3  0.5
  2  0.5
  1  0.5
  0  0.0
  2  0.0
  2  0.0
%CPU     %MEM    
96.1  0.5
PSR %CPU
  0  1.5
  3  0.0
  2  0.0
  3 32.1
  3  0.5
  0  0.5
  1  0.5
  2  0.0
  1  0.0
  1  0.0
%CPU     %MEM    
96.2  0.5
PSR %CPU
  0  1.5
  3  0.0
  2  0.0
  3 31.8
  3  0.5
  0  0.5
  1  0.5
%CPU     %MEM    
96.2  0.5
PSR %CPU
  0  1.5
  1  0.0
  2  0.0
  3 31.6
  3  0.5
  1  0.6
  1  0.5
%CPU     %MEM    
96.4  0.5
PSR %CPU
  0  1.5
  1  0.0
  2  0.0
  3 31.4
  2  0.5
  3  0.6
  1  0.5
  1  0.0
  2  0.0
  1  0.0
%CPU     %MEM    
96.4  0.5
PSR %CPU
  1  1.5
  1  0.0
  2  0.0
  3 31.3
  2  0.5
  3  0.6
  1  0.5
  0  0.0
  1  0.0
  2  0.0
%CPU     %MEM    
96.5  0.5
PSR %CPU
  1  1.5
  2  0.0
  2  0.0
  3 31.1
  2  0.5
  2  0.6
  3  0.5
  2  0.0
  3  0.0
  0  0.0
%CPU     %MEM    
96.0  0.6
PSR %CPU
  1  1.5
  2  0.0
  2  0.0
  3 30.7
  3  0.5
  2  0.6
  2  0.5
  2  0.0
  2  0.0
  0  0.0
%CPU     %MEM    
96.0  0.6
PSR %CPU
  1  1.5
  2  0.0
  2  0.0
  3 30.5
  3  0.5
  3  0.6
  2  0.5
  3  0.0
  3  0.0
  0  0.0
%CPU     %MEM    
96.0  0.6
PSR %CPU
  1  1.5
  2  0.0
  2  0.0
  3 30.3
  3  0.5
  0  0.6
  2  0.5
%CPU     %MEM    
96.1  0.6
PSR %CPU
  1  1.6
  2  0.0
  2  0.0
  3 30.1
  3  0.5
  0  0.6
  2  0.5
  0  0.0
  3  0.0
  0  0.0
%CPU     %MEM    
96.3  0.6
PSR %CPU
  1  1.6
  2  0.0
  2  0.0
  3 30.0
  3  0.5
  0  0.6
  2  0.5
  0  0.0
  3  0.0
  0  137
%CPU     %MEM    
95.8  0.6
PSR %CPU
  1  1.7
  2  0.0
  2  0.0
  3 29.6
  3  0.5
  1  0.6
  2  0.5
  3  0.0
  0  0.0
  3 39.0
%CPU     %MEM    
95.9  0.6
PSR %CPU
  1  1.7
  2  0.0
  2  0.0
  3 29.4
  1  0.5
  3  0.6
  2  0.5
  2  0.0
  0  0.0
  0  102
%CPU     %MEM    
96.0  0.6
PSR %CPU
  1  1.7
  2  0.0
  2  0.0
  3 29.2
  1  0.5
  3  0.6
  2  0.5
  2  0.0
  3  0.0
  0  0.0
%CPU     %MEM    
96.0  0.6
PSR %CPU
  0  1.7
  2  0.0
  2  0.0
  3 29.1
  0  0.5
  3  0.6
  2  0.5
  1  0.0
  2  0.0
  3 93.0
%CPU     %MEM    
96.2  0.6
PSR %CPU
  0  1.7
  2  0.0
  2  0.0
  3 28.9
  1  0.5
  3  0.6
  2  0.5
  1  0.0
  0  0.0
  1  0.0
%CPU     %MEM    
96.3  0.6
PSR %CPU
  0  1.7
  1  0.0
  2  0.0
  3 28.7
  0  0.5
  3  0.6
  2  0.5
  1  0.0
  1  0.0
  2  0.0
%CPU     %MEM    
95.8  0.6
PSR %CPU
  2  1.7
  1  0.0
  2  0.0
  3 28.4
  0  0.5
  3  0.6
  2  0.5
  3  8.0
  1  0.0
  1 26.0
%CPU     %MEM    
95.9  0.7
PSR %CPU
  2  1.7
  1  0.0
  2  0.0
  3 28.3
  0  0.5
  3  0.6
  1  0.5
  0  0.0
  0  0.0
  0 95.0
%CPU     %MEM    
96.0  0.6
PSR %CPU
  2  1.7
  1  0.0
  2  0.0
  2 28.1
  3  0.5
  3  0.6
  1  0.5
%CPU     %MEM    
96.1  0.6
PSR %CPU
  2  1.7
  1  0.0
  2  0.0
  2 27.9
  3  0.5
  1  0.6
  1  0.5
  3  0.0
  1  0.0
  0  0.0
%CPU     %MEM    
96.1  0.7
PSR %CPU
  2  1.7
  1  0.0
  2  0.0
  2 27.8
  0  0.5
  1  0.6
  3  0.6
  3  0.0
  0  0.0
  0  0.0
%CPU     %MEM    
95.7  0.6
PSR %CPU
  2  1.7
  1  0.0
  0  0.0
  2 27.5
  0  0.5
  1  0.6
  3  0.5
  3  0.0
  3  0.0
  0 21.0
%CPU     %MEM    
95.8  0.7
PSR %CPU
  2  1.7
  1  0.0
  0  0.0
  2 27.3
  2  0.5
  1  0.6
  3  0.5
  3  0.0
  0  0.0
  3 92.0
%CPU     %MEM    
