%CPU     %MEM    
  0  0.2
%CPU     %MEM    
97.7  0.1
PSR %CPU
  3  0.7
  3  0.0
  0  0.0
  3 86.3
  2  0.2
  0  0.3
  0  0.2
%CPU     %MEM    
98.2  0.1
PSR %CPU
  3  0.7
  3  0.0
  0  0.0
  3 87.2
  2  0.2
  0  0.3
  0  0.2
%CPU     %MEM    
98.7  0.1
PSR %CPU
  3  0.7
  3  0.0
  0  0.0
  3 88.0
  2  0.2
  0  0.3
  0  0.2
%CPU     %MEM    
99.2  0.1
PSR %CPU
  3  0.7
  3  0.0
  0  0.0
  3 88.7
  2  0.2
  0  0.3
  0  0.2
%CPU     %MEM    
99.5  0.2
PSR %CPU
  3  0.8
  3  0.0
  0  0.0
  0 87.4
  2  0.2
  0  0.3
  0  0.2
  0  0.0
  1  0.0
  2  0.0
%CPU     %MEM    
 100  0.2
PSR %CPU
  3  0.8
  3  0.0
  2  0.0
  0 87.3
  2  0.2
  2  0.3
  0  0.2
%CPU     %MEM    
98.0  0.2
PSR %CPU
  3  0.8
  3  0.0
  2  0.0
  0 85.7
  2  0.2
  0  0.3
  0  0.2
  3  0.0
  2  0.0
  1  0.0
%CPU     %MEM    
98.4  0.2
PSR %CPU
  3  0.8
  3  0.0
  2  0.0
  3 85.5
  2  0.2
  1  0.3
  0  0.2
%CPU     %MEM    
98.8  0.2
PSR %CPU
  3  0.8
  3  0.0
  2  0.0
  3 86.2
  2  0.2
  1  0.3
  0  0.2
%CPU     %MEM    
98.9  0.2
PSR %CPU
  2  0.8
  3  0.0
  2  0.0
  0 85.5
  1  0.2
  2  0.3
  0  0.2
%CPU     %MEM    
99.3  0.2
PSR %CPU
  2  0.8
  3  0.0
  2  0.0
  0 86.2
  1  0.2
  2  0.3
  0  0.2
%CPU     %MEM    
97.7  0.2
PSR %CPU
  2  0.7
  3  0.0
  2  0.0
  0 85.0
  1  0.2
  2  0.3
  0  0.2
%CPU     %MEM    
97.8  0.2
PSR %CPU
  2  0.8
  1  0.0
  2  0.0
  3 84.6
  1  0.2
  3  0.3
  0  0.2
%CPU     %MEM    
98.2  0.2
PSR %CPU
  2  0.7
  1  0.0
  2  0.0
  3 85.2
  1  0.2
  3  0.3
  0  0.2
%CPU     %MEM    
98.3  0.2
PSR %CPU
  3  0.7
  1  0.0
  2  0.0
  3 84.8
  1  0.3
  1  0.3
  2  0.3
  0  0.0
  1  0.0
  2  0.0
%CPU     %MEM    
98.6  0.2
PSR %CPU
  1  0.7
  1  0.0
  2  0.0
  3 85.3
  1  0.3
  1  0.3
  2  0.2
%CPU     %MEM    
98.8  0.2
PSR %CPU
  2  0.8
  1  0.0
  2  0.0
  3 84.2
  0  0.3
  3  0.3
  1  0.3
%CPU     %MEM    
97.1  0.2
PSR %CPU
  2  0.7
  1  0.0
  2  0.0
  3 81.3
  2  0.3
  2  0.3
  1  0.3
  1  0.0
  0  0.0
  0  0.0
%CPU     %MEM    
97.4  0.2
PSR %CPU
  1  0.8
  1  0.0
  2  0.0
  0 80.2
  3  0.3
  2  0.4
  0  0.3
%CPU     %MEM    
96.1  0.3
PSR %CPU
  1  0.7
  1  0.0
  2  0.0
  0 79.4
  3  0.3
  2  0.4
  0  0.3
%CPU     %MEM    
96.4  0.2
PSR %CPU
  1  0.8
  1  0.0
  1  0.0
  0 78.9
  2  0.3
  3  0.4
  1  0.3
%CPU     %MEM    
96.7  0.3
PSR %CPU
  1  0.8
  1  0.0
  1  0.0
  0 78.9
  1  0.3
  3  0.4
  2  0.3
  2  0.0
  3  0.0
  3  0.0
%CPU     %MEM    
96.9  0.2
PSR %CPU
  1  0.8
  1  0.0
  1  0.0
  0 78.6
  1  0.3
  3  0.4
  2  0.4
%CPU     %MEM    
97.2  0.2
PSR %CPU
  1  0.8
  1  0.0
  1  0.0
  0 79.2
  1  0.3
  3  0.4
  2  0.4
%CPU     %MEM    
97.4  0.3
PSR %CPU
  1  0.8
  1  0.0
  1  0.0
  0 78.4
  2  0.4
  3  0.4
  3  0.4
%CPU     %MEM    
96.2  0.3
PSR %CPU
  1  0.8
  1  0.0
  1  0.0
  0 77.5
  2  0.4
  3  0.4
  3  0.4
  2  0.0
  0  0.0
  2  0.0
%CPU     %MEM    
96.2  0.3
PSR %CPU
  1  0.8
  1  0.0
  1  0.0
  2 76.4
  0  0.4
  2  0.4
  3  0.4
  1  0.0
  3  0.0
  2  0.0
%CPU     %MEM    
96.4  0.3
PSR %CPU
  1  0.8
  0  0.0
  0  0.0
  2 75.3
  0  0.4
  2  0.4
  3  0.4
  2  0.0
  2  0.0
  0  0.0
%CPU     %MEM    
96.7  0.3
PSR %CPU
  1  0.8
  0  0.0
  1  0.0
  2 74.2
  1  0.4
  0  0.4
  3  0.4
  2  0.0
  3  0.0
  0  0.0
%CPU     %MEM    
96.8  0.3
PSR %CPU
  2  0.9
  0  0.0
  3  0.0
  2 73.2
  0  0.4
  3  0.5
  0  0.4
  3  0.0
  0  0.0
  1  0.0
%CPU     %MEM    
95.6  0.3
PSR %CPU
  2  0.9
  0  0.0
  3  0.0
  2 71.2
  3  0.4
  2  0.5
  0  0.4
  3  0.0
  0  0.0
  1 16.0
%CPU     %MEM    
95.7  0.4
PSR %CPU
  0  0.9
  1  0.0
  3  0.0
  2 70.4
  3  0.5
  2  0.5
  1  0.5
%CPU     %MEM    
96.0  0.4
PSR %CPU
  0  0.9
  1  0.0
  3  0.0
  2 71.1
  3  0.4
  2  0.5
  1  0.4
%CPU     %MEM    
96.3  0.4
PSR %CPU
  0  0.9
  1  0.0
  3  0.0
  2 71.7
  3  0.4
  2  0.5
  1  0.4
%CPU     %MEM    
96.6  0.4
PSR %CPU
  0  0.9
  1  0.0
  3  0.0
  2 72.3
  3  0.4
  2  0.5
  1  0.4
%CPU     %MEM    
96.8  0.4
PSR %CPU
  0  0.9
  1  0.0
  3  0.0
  2 72.8
  3  0.4
  2  0.5
  1  0.4
%CPU     %MEM    
95.9  0.4
PSR %CPU
  0  0.8
  1  0.0
  3  0.0
  2 72.4
  3  0.4
  1  0.5
  1  0.4
  1  0.0
  2  0.0
  3  0.0
%CPU     %MEM    
96.1  0.4
PSR %CPU
  0  0.9
  1  0.0
  3  0.0
  3 72.0
  1  0.4
  3  0.5
  2  0.4
%CPU     %MEM    
96.3  0.4
PSR %CPU
  0  0.8
  1  0.0
  3  0.0
  3 72.6
  1  0.4
  3  0.5
  2  0.4
%CPU     %MEM    
96.6  0.4
PSR %CPU
  0  0.8
  1  0.0
  3  0.0
  3 73.1
  1  0.4
  3  0.5
  2  0.4
%CPU     %MEM    
96.8  0.4
PSR %CPU
  0  0.8
  1  0.0
  3  0.0
  3 73.7
  1  0.4
  3  0.5
  2  0.4
%CPU     %MEM    
97.1  0.4
PSR %CPU
  0  0.8
  1  0.0
  3  0.0
  3 74.2
  1  0.4
  3  0.5
  2  0.4
%CPU     %MEM    
96.2  0.4
PSR %CPU
  0  0.8
  1  0.0
  3  0.0
  3 73.8
  1  0.4
  3  0.4
  2  0.4
%CPU     %MEM    
96.5  0.4
PSR %CPU
  0  0.8
  1  0.0
  3  0.0
  3 74.3
  1  0.4
  3  0.4
  2  0.4
%CPU     %MEM    
96.7  0.4
PSR %CPU
  0  0.8
  1  0.0
  3  0.0
  3 74.8
  1  0.4
  3  0.4
  2  0.4
%CPU     %MEM    
96.9  0.4
PSR %CPU
  0  0.8
  1  0.0
  1  0.0
  3 75.3
  1  0.4
  3  0.4
  2  0.4
%CPU     %MEM    
97.1  0.4
PSR %CPU
  0  0.8
  1  0.0
  1  0.0
  3 75.7
  1  0.4
  3  0.4
  2  0.4
%CPU     %MEM    
96.3  0.4
PSR %CPU
  0  0.7
  1  0.0
  1  0.0
  3 75.4
  1  0.4
  3  0.4
  2  0.4
%CPU     %MEM    
96.4  0.4
PSR %CPU
  0  0.8
  1  0.0
  2  0.0
  2 74.7
  1  0.4
  3  0.4
  2  0.4
%CPU     %MEM    
96.7  0.4
PSR %CPU
  0  0.8
  1  0.0
  2  0.0
  2 75.2
  1  0.4
  3  0.4
  2  0.4
%CPU     %MEM    
96.9  0.4
PSR %CPU
  0  0.8
  1  0.0
  2  0.0
  2 75.6
  1  0.4
  3  0.4
  2  0.4
%CPU     %MEM    
97.1  0.4
PSR %CPU
  0  0.8
  1  0.0
  2  0.0
  2 76.0
  1  0.4
  3  0.4
  2  0.4
%CPU     %MEM    
97.3  0.4
PSR %CPU
  0  0.8
  1  0.0
  2  0.0
  2 76.5
  1  0.4
  3  0.4
  2  0.4
%CPU     %MEM    
96.5  0.4
PSR %CPU
  0  0.7
  1  0.0
  2  0.0
  2 76.1
  1  0.4
  3  0.4
  2  0.4
%CPU     %MEM    
96.7  0.4
PSR %CPU
  0  0.7
  1  0.0
  2  0.0
  2 76.5
  1  0.3
  3  0.4
  2  0.3
%CPU     %MEM    
96.9  0.4
PSR %CPU
  0  0.7
  1  0.0
  2  0.0
  2 76.9
  1  0.3
  3  0.4
  2  0.3
%CPU     %MEM    
97.1  0.4
PSR %CPU
  0  0.7
  1  0.0
  2  0.0
  2 77.3
  1  0.3
  3  0.4
  2  0.3
%CPU     %MEM    
97.3  0.4
PSR %CPU
  0  0.7
  1  0.0
  2  0.0
  2 77.7
  1  0.3
  3  0.4
  2  0.3
%CPU     %MEM    
97.5  0.4
PSR %CPU
  0  0.7
  1  0.0
  2  0.0
  2 78.1
  1  0.3
  3  0.4
  2  0.3
%CPU     %MEM    
96.7  0.4
PSR %CPU
  0  0.7
  3  0.0
  2  0.0
  2 76.8
  3  0.3
  1  0.4
  2  0.3
%CPU     %MEM    
96.9  0.4
PSR %CPU
  0  0.7
  3  0.0
  2  0.0
  2 77.2
  3  0.3
  1  0.4
  2  0.3
%CPU     %MEM    
97.1  0.4
PSR %CPU
  0  0.7
  3  0.0
  2  0.0
  2 77.6
  3  0.3
  1  0.4
  2  0.3
%CPU     %MEM    
97.3  0.4
PSR %CPU
  0  0.7
  3  0.0
  1  0.0
  2 78.0
  3  0.3
  1  0.4
  2  0.3
%CPU     %MEM    
97.4  0.4
PSR %CPU
  0  0.7
  2  0.0
  1  0.0
  1 77.7
  2  0.3
  2  0.4
  1  0.3
%CPU     %MEM    
96.8  0.4
PSR %CPU
  0  0.7
  2  0.0
  1  0.0
  1 77.3
  2  0.3
  2  0.4
  1  0.3
%CPU     %MEM    
96.9  0.4
PSR %CPU
  0  0.7
  2  0.0
  1  0.0
  1 77.7
  2  0.3
  2  0.4
  1  0.3
%CPU     %MEM    
97.1  0.4
PSR %CPU
  0  0.7
  2  0.0
  1  0.0
  3 78.0
  2  0.3
  2  0.4
  1  0.3
%CPU     %MEM    
97.3  0.4
PSR %CPU
  0  0.7
  2  0.0
  1  0.0
  3 78.4
  2  0.3
  2  0.4
  1  0.3
%CPU     %MEM    
97.5  0.4
PSR %CPU
  0  0.7
  2  0.0
  1  0.0
  3 78.7
  2  0.3
  2  0.4
  1  0.3
%CPU     %MEM    
97.6  0.4
PSR %CPU
  0  0.7
  2  0.0
  1  0.0
  3 78.3
  2  0.3
  2  0.4
  1  0.3
%CPU     %MEM    
96.9  0.4
PSR %CPU
  1  0.7
  2  0.0
  1  0.0
  3 77.9
  0  0.3
  0  0.4
  1  0.3
  3  0.0
  0  0.0
  2  0.0
%CPU     %MEM    
97.0  0.4
PSR %CPU
  1  0.7
  2  0.0
  0  0.0
  3 77.5
  0  0.3
  1  0.4
  2  0.3
%CPU     %MEM    
97.2  0.4
PSR %CPU
  2  0.7
  2  0.0
  0  0.0
  3 77.5
  0  0.3
  1  0.4
  2  0.3
  0  0.0
  1  0.0
  3  0.0
%CPU     %MEM    
97.3  0.4
PSR %CPU
  2  0.7
  2  0.0
  0  0.0
  3 77.4
  0  0.3
  1  0.4
  1  0.3
%CPU     %MEM    
97.5  0.4
PSR %CPU
  2  0.7
  2  0.0
  0  0.0
  3 77.7
  0  0.3
  1  0.4
  1  0.3
%CPU     %MEM    
97.7  0.4
PSR %CPU
  2  0.7
  2  0.0
  0  0.0
  3 78.0
  0  0.3
  1  0.4
  1  0.3
%CPU     %MEM    
97.1  0.4
PSR %CPU
  2  0.7
  2  0.0
  0  0.0
  3 77.7
  0  0.3
  1  0.4
  1  0.3
%CPU     %MEM    
97.2  0.4
PSR %CPU
  2  0.7
  2  0.0
  0  0.0
  3 78.0
  0  0.3
  1  0.4
  1  0.3
%CPU     %MEM    
97.3  0.5
PSR %CPU
  2  0.7
  2  0.2
  0  0.0
  3 78.0
  0  0.3
  1  0.4
  1  0.3
  3  0.0
  1  0.0
  1  0.0
%CPU     %MEM    
96.7  0.5
PSR %CPU
  0  0.7
  0  0.2
  0  0.0
  3 77.2
  1  0.3
  2  0.4
  3  0.3
%CPU     %MEM    
96.8  0.5
PSR %CPU
  0  0.7
  0  0.2
  0  0.0
  3 77.5
  1  0.3
  2  0.4
  3  0.3
%CPU     %MEM    
97.0  0.5
PSR %CPU
  0  0.7
  0  0.2
  0  0.0
  3 77.8
  1  0.3
  2  0.4
  3  0.3
%CPU     %MEM    
97.2  0.5
PSR %CPU
  0  0.7
  0  0.2
  0  0.0
  3 78.1
  1  0.3
  2  0.4
  3  0.3
%CPU     %MEM    
97.3  0.5
PSR %CPU
  0  0.7
  0  0.2
  0  0.0
  3 78.4
  1  0.3
  2  0.4
  3  0.3
%CPU     %MEM    
97.5  0.5
PSR %CPU
  0  0.7
  0  0.2
  0  0.0
  3 78.7
  1  0.3
  2  0.3
  3  0.3
%CPU     %MEM    
96.8  0.4
PSR %CPU
  1  0.7
  0  0.2
  0  0.0
  3 77.7
  1  0.3
  2  0.4
  0  0.3
%CPU     %MEM    
97.0  0.4
PSR %CPU
  1  0.7
  0  0.2
  0  0.0
  3 78.0
  1  0.3
  2  0.4
  0  0.3
%CPU     %MEM    
97.1  0.4
PSR %CPU
  1  0.7
  0  0.2
  0  0.0
  3 78.3
  1  0.3
  2  0.4
  0  0.3
%CPU     %MEM    
97.2  0.4
PSR %CPU
  1  0.6
  0  0.2
  0  0.0
  3 78.5
  1  0.3
  2  0.3
  0  0.3
%CPU     %MEM    
97.4  0.4
PSR %CPU
  1  0.6
  0  0.2
  0  0.0
  3 78.8
  1  0.3
  2  0.3
  0  0.3
%CPU     %MEM    
97.5  0.4
PSR %CPU
  1  0.6
  0  0.2
  0  0.0
  3 79.1
  1  0.3
  2  0.3
  0  0.3
%CPU     %MEM    
97.0  0.4
PSR %CPU
  1  0.6
  0  0.2
  0  0.0
  3 78.8
  1  0.3
  2  0.3
  0  0.3
%CPU     %MEM    
97.1  0.4
PSR %CPU
  1  0.6
  0  0.2
  0  0.0
  3 79.1
  1  0.3
  2  0.3
  0  0.3
%CPU     %MEM    
97.3  0.4
PSR %CPU
  1  0.6
  0  0.2
  0  0.0
  3 79.3
  1  0.3
  2  0.3
  0  0.3
%CPU     %MEM    
97.4  0.4
PSR %CPU
  1  0.6
  0  0.2
  0  0.0
  3 79.6
  1  0.3
  2  0.3
  0  0.3
%CPU     %MEM    
97.2  0.5
PSR %CPU
  1  0.6
  0  0.2
  0  0.0
  3 79.3
  0  0.3
  2  0.3
  0  0.3
  2  0.0
  2  0.0
  2  0.0
%CPU     %MEM    
96.6  0.5
PSR %CPU
  1  0.6
  0  0.1
  0  0.0
  2 78.7
  3  0.3
  3  0.3
  2  0.3
%CPU     %MEM    
96.7  0.5
PSR %CPU
  1  0.6
  0  0.1
  0  0.0
  2 78.3
  3  0.3
  2  0.3
  1  0.3
%CPU     %MEM    
96.8  0.5
PSR %CPU
  1  0.7
  0  0.1
  0  0.0
  2 78.3
  3  0.3
  2  0.3
  1  0.3
  1  0.0
  3  0.0
  3  0.0
%CPU     %MEM    
96.8  0.6
PSR %CPU
  1  0.7
  0  0.1
  0  0.0
  2 77.8
  3  0.3
  0  0.4
  2  0.3
  3  0.0
  1  0.0
  0  0.0
%CPU     %MEM    
96.9  0.5
PSR %CPU
  3  0.7
  0  0.1
  0  0.0
  2 77.6
  0  0.3
  1  0.4
  2  0.4
%CPU     %MEM    
97.0  0.5
PSR %CPU
  0  0.7
  0  0.1
  0  0.0
  2 77.5
  0  0.4
  3  0.4
  0  0.4
%CPU     %MEM    
96.5  0.5
PSR %CPU
  0  0.7
  0  0.1
  0  0.0
  2 77.3
  0  0.3
  3  0.4
  0  0.4
%CPU     %MEM    
96.6  0.5
PSR %CPU
  0  0.7
  0  0.1
  0  0.0
  2 77.4
  0  0.4
  3  0.4
  1  0.4
  3  0.0
  1  0.0
  2  0.0
%CPU     %MEM    
96.7  0.5
PSR %CPU
  1  0.7
  0  0.1
  0  0.0
  2 77.5
  0  0.4
  3  0.4
  1  0.4
%CPU     %MEM    
96.6  0.5
PSR %CPU
  1  0.7
  0  0.1
  0  0.0
  2 77.3
  0  0.4
  3  0.4
  1  0.4
  3  0.0
  3  0.0
  3  0.0
%CPU     %MEM    
96.6  0.5
PSR %CPU
  0  0.8
  0  0.1
  0  0.0
  2 77.0
  1  0.4
  3  0.4
  0  0.4
%CPU     %MEM    
96.2  0.5
PSR %CPU
  0  0.8
  0  0.1
  0  0.0
  2 76.8
  1  0.4
  3  0.4
  0  0.4
%CPU     %MEM    
96.3  0.5
PSR %CPU
  0  0.8
  0  0.1
  0  0.0
  2 76.9
  1  0.4
  3  0.4
  0  0.4
  1  0.0
  2  0.0
  3  0.0
%CPU     %MEM    
96.4  0.6
PSR %CPU
  0  0.8
  0  0.1
  0  0.0
  2 76.7
  1  0.4
  2  0.4
  3  0.4
%CPU     %MEM    
96.5  0.6
PSR %CPU
  0  0.8
  0  0.1
  0  0.0
  2 76.9
  1  0.4
  2  0.4
  3  0.4
%CPU     %MEM    
96.6  0.5
PSR %CPU
  3  0.8
  1  0.1
  1  0.0
  2 76.7
  1  0.4
  0  0.4
  3  0.4
%CPU     %MEM    
96.7  0.6
PSR %CPU
  3  0.8
  1  0.1
  1  0.0
  2 76.8
  1  0.4
  0  0.4
  3  0.4
%CPU     %MEM    
96.2  0.6
PSR %CPU
  3  0.8
  1  0.1
  1  0.0
  2 76.0
  1  0.4
  0  0.4
  3  0.4
%CPU     %MEM    
96.3  0.6
PSR %CPU
  3  0.8
  1  0.1
  1  0.0
  2 76.1
  1  0.4
  0  0.4
  3  0.4
  0  0.0
  1  0.0
  1  0.0
%CPU     %MEM    
96.5  0.6
PSR %CPU
  1  0.8
  1  0.1
  1  0.0
  2 76.1
  1  0.4
  0  0.4
  3  0.4
%CPU     %MEM    
96.6  0.6
PSR %CPU
  1  0.8
  1  0.1
  1  0.0
  2 76.3
  1  0.4
  0  0.4
  3  0.4
%CPU     %MEM    
96.7  0.6
PSR %CPU
  1  0.8
  1  0.1
  1  0.0
  2 76.6
  1  0.4
  0  0.4
  3  0.4
%CPU     %MEM    
96.8  0.6
PSR %CPU
  1  0.8
  0  0.1
  0  0.0
  2 76.3
  1  0.4
  0  0.4
  3  0.4
%CPU     %MEM    
96.3  0.6
PSR %CPU
  1  0.8
  0  0.1
  0  0.0
  2 76.1
  1  0.4
  0  0.4
  3  0.4
%CPU     %MEM    
96.4  0.6
PSR %CPU
  1  0.8
  0  0.1
  0  0.0
  2 76.1
  1  0.4
  0  0.4
  3  0.4
  2  0.0
  3  0.0
  3  0.0
%CPU     %MEM    
96.5  0.6
PSR %CPU
  1  0.8
  0  0.1
  2  0.0
  2 75.9
  2  0.4
  0  0.4
  0  0.4
%CPU     %MEM    
96.6  0.6
PSR %CPU
  1  0.8
  0  0.1
  2  0.0
  2 76.2
  2  0.4
  0  0.4
  0  0.4
%CPU     %MEM    
96.7  0.6
PSR %CPU
  3  0.8
  0  0.1
  2  0.0
  0 75.9
  2  0.4
  1  0.4
  0  0.4
%CPU     %MEM    
96.2  0.7
PSR %CPU
  3  0.8
  0  0.1
  2  0.0
  0 75.7
  2  0.4
  1  0.4
  0  0.4
%CPU     %MEM    
96.3  0.7
PSR %CPU
  3  0.8
  0  0.1
  2  0.0
  0 75.9
  2  0.4
  1  0.4
  0  0.4
  1  0.0
  0  0.0
  2  0.0
%CPU     %MEM    
96.4  0.7
PSR %CPU
  3  0.8
  0  0.1
  3  0.0
  0 75.7
  2  0.4
  1  0.4
  0  0.4
%CPU     %MEM    
96.5  0.7
PSR %CPU
  3  0.8
  0  0.1
  3  0.0
  0 75.9
  2  0.4
  1  0.4
  0  0.4
%CPU     %MEM    
96.6  0.7
PSR %CPU
  3  0.8
  0  0.1
  0  0.0
  0 75.7
  2  0.4
  1  0.4
  0  0.4
  0  0.0
  0  0.0
  0  0.0
%CPU     %MEM    
96.7  0.7
PSR %CPU
  3  0.8
  0  0.1
  0  0.0
  0 75.7
  2  0.4
  1  0.4
  0  0.4
%CPU     %MEM    
96.3  0.7
PSR %CPU
  3  0.9
  0  0.1
  0  0.0
  0 75.5
  2  0.4
  1  0.4
  3  0.4
  0  0.0
  1  0.0
  2  0.0
%CPU     %MEM    
96.4  0.7
PSR %CPU
  2  0.9
  0  0.1
  0  0.0
  0 75.5
  3  0.4
  1  0.4
  3  0.4
%CPU     %MEM    
96.4  0.7
PSR %CPU
  2  0.9
  0  0.1
  0  0.0
  0 75.5
  3  0.4
  1  0.4
  1  0.4
  3  0.0
  1  0.0
  2  0.0
%CPU     %MEM    
96.5  0.7
PSR %CPU
  2  0.9
  0  0.1
  0  0.0
  0 75.6
  3  0.4
  0  0.4
  2  0.4
%CPU     %MEM    
96.6  0.7
PSR %CPU
  2  0.9
  0  0.1
  0  0.0
  0 75.8
  3  0.4
  0  0.4
  2  0.4
%CPU     %MEM    
96.7  0.7
PSR %CPU
  2  0.9
  0  0.1
  0  0.0
  0 75.7
  3  0.4
  0  0.4
  2  0.4
%CPU     %MEM    
96.3  0.7
PSR %CPU
  2  0.9
  0  0.1
  0  0.0
  0 75.5
  3  0.4
  0  0.4
  2  0.4
%CPU     %MEM    
96.4  0.7
PSR %CPU
  2  0.9
  0  0.1
  0  0.0
  0 75.7
  3  0.4
  0  0.4
  2  0.4
%CPU     %MEM    
96.5  0.7
PSR %CPU
  2  0.9
  0  0.1
  0  0.0
  0 75.7
  3  0.4
  0  0.4
  1  0.4
  3  0.0
  1  0.0
  1  0.0
%CPU     %MEM    
96.5  0.7
PSR %CPU
  2  0.9
  0  0.1
  0  0.0
  0 75.5
  2  0.4
  1  0.4
  1  0.4
  3  0.0
  1  0.0
  1  0.0
%CPU     %MEM    
96.6  0.7
PSR %CPU
  1  0.9
  0  0.1
  0  0.0
  0 75.6
  1  0.4
  3  0.4
  2  0.4
%CPU     %MEM    
96.2  0.7
PSR %CPU
  2  0.9
  0  0.1
  0  0.0
  0 75.0
  1  0.4
  2  0.4
  3  0.4
  3  0.0
  0  0.0
  1 16.0
%CPU     %MEM    
96.2  0.8
PSR %CPU
  2  0.9
  1  0.1
  1  0.0
  0 74.6
  1  0.4
  0  0.4
  3  0.4
%CPU     %MEM    
96.3  0.8
PSR %CPU
  2  0.9
  2  0.1
  2  0.0
  0 74.2
  2  0.4
  0  0.4
  3  0.4
  3  0.0
  0  0.0
  1  0.0
%CPU     %MEM    
96.3  0.8
PSR %CPU
  2  1.0
