%CPU     %MEM    
  3 43.0
  2 61.0
%CPU     %MEM    
98.3  0.2
PSR %CPU
  0  3.6
  3  0.0
  1  0.0
  2 32.0
  2  0.8
  3  0.2
  2  0.3
%CPU     %MEM    
98.9  0.2
PSR %CPU
  0  3.5
  3  0.0
  1  0.0
  2 34.7
  3  0.8
  3  0.2
  2  0.3
%CPU     %MEM    
99.4  0.2
PSR %CPU
  0  3.4
  3  0.0
  1  0.0
  2 37.2
  3  0.8
  3  0.2
  2  0.3
%CPU     %MEM    
97.1  0.2
PSR %CPU
  0  3.2
  3  0.0
  1  0.0
  2 38.4
  3  0.7
  3  0.2
  2  0.2
%CPU     %MEM    
97.7  0.2
PSR %CPU
  0  3.1
  3  0.0
  1  0.0
  2 40.6
  3  0.7
  3  0.2
  2  0.2
%CPU     %MEM    
98.2  0.2
PSR %CPU
  0  3.0
  3  0.0
  1  0.0
  2 42.7
  3  0.7
  3  0.2
  2  0.2
%CPU     %MEM    
98.7  0.2
PSR %CPU
  0  2.9
  3  0.0
  1  0.0
  2 44.6
  3  0.7
  3  0.2
  2  0.2
%CPU     %MEM    
99.2  0.2
PSR %CPU
  0  2.8
  3  0.0
  1  0.0
  2 46.5
  3  0.6
  3  0.2
  2  0.2
%CPU     %MEM    
97.2  0.2
PSR %CPU
  0  2.7
  3  0.0
  1  0.0
  2 47.1
  3  0.6
  3  0.1
  2  0.2
%CPU     %MEM    
97.7  0.2
PSR %CPU
  0  2.7
  3  0.0
  1  0.0
  2 48.4
  2  0.6
  3  0.1
  2  0.2
  1  0.0
  2  0.0
  1  0.0
%CPU     %MEM    
98.2  0.2
PSR %CPU
  0  2.9
  3  0.0
  1  0.0
  2 47.3
  2  0.6
  3  0.1
  2  0.2
  1  0.0
  2 10.0
  1  108
%CPU     %MEM    
98.6  0.2
PSR %CPU
  0  2.8
  3  0.0
  1  0.0
  2 46.2
  2  0.6
  3  0.1
  2  0.2
  1  0.0
  2  5.0
  1  112
%CPU     %MEM    
99.0  0.2
PSR %CPU
  0  3.0
  3  0.0
  0  0.0
  2 45.2
  2  0.6
  3  0.2
  2  0.2
  2  0.0
  3  0.0
  1  0.0
%CPU     %MEM    
99.4  0.2
PSR %CPU
  3  3.1
  3  0.0
  0  0.0
  2 44.2
  1  0.6
  3  0.2
  2  0.2
  0  0.0
  3  0.0
  1  0.0
%CPU     %MEM    
97.6  0.2
PSR %CPU
  0  3.1
  3  0.0
  0  0.0
  2 42.3
  1  0.6
  3  0.2
  2  0.2
  0  0.0
  0  0.0
  3 24.0
%CPU     %MEM    
98.0  0.2
PSR %CPU
  0  3.0
  3  0.0
  0  0.0
  2 41.5
  1  0.5
  3  0.2
  2  0.2
  0  0.0
  0  0.0
  1  0.0
%CPU     %MEM    
98.3  0.2
PSR %CPU
  3  3.0
  3  0.0
  0  0.0
  2 40.6
  0  0.6
  0  0.2
  1  0.2
%CPU     %MEM    
98.6  0.2
PSR %CPU
  3  2.9
  3  0.0
  0  0.0
  2 39.8
  0  0.5
  0  0.2
  1  0.2
  0  0.0
  1  0.0
  2  113
%CPU     %MEM    
98.9  0.2
PSR %CPU
  3  2.9
  3  0.0
  0  0.0
  2 39.1
  0  0.5
  2  0.2
  1  0.2
  3  0.0
  1  0.0
  2  0.0
%CPU     %MEM    
99.2  0.2
PSR %CPU
  3  2.8
  3  0.0
  0  0.0
  0 38.3
  0  0.6
  3  0.2
  1  0.2
  2  0.0
  1  0.0
  1 93.0
%CPU     %MEM    
97.6  0.2
PSR %CPU
  3  2.8
  1  0.0
  0  0.0
  0 37.0
  0  0.5
  1  0.2
  0  0.2
  0  0.0
  1  0.0
  2 33.0
%CPU     %MEM    
97.9  0.2
PSR %CPU
  3  2.7
  1  0.0
  0  0.0
  3 36.3
  0  0.6
  1  0.2
  1  0.3
  0  0.0
  1  0.0
  2 84.0
%CPU     %MEM    
98.2  0.2
PSR %CPU
  3  2.7
  1  0.0
  0  0.0
  3 35.7
  0  0.6
  2  0.2
  1  0.3
  0  0.0
  2  0.0
  0  0.0
%CPU     %MEM    
98.4  0.2
PSR %CPU
  3  2.7
  1  0.0
  0  0.0
  3 35.0
  3  0.6
  2  0.2
  1  0.3
  0  0.0
  3  0.0
  2  0.0
%CPU     %MEM    
98.7  0.2
PSR %CPU
  3  2.6
  1  0.0
  0  0.0
  3 34.4
  3  0.6
  2  0.2
  1  0.3
  0  0.0
  3  0.0
  2  173
%CPU     %MEM    
99.1  0.2
PSR %CPU
  3  2.6
  1  0.0
  0  0.0
  3 33.9
  3  0.6
  2  0.2
  1  0.3
  0  0.0
  3  0.0
  2  145
%CPU     %MEM    
97.7  0.2
PSR %CPU
  1  2.5
  1  0.0
  0  0.0
  3 32.8
  3  0.5
  3  0.2
  1  0.3
  3  0.0
  3  0.0
  2 24.0
%CPU     %MEM    
97.9  0.2
PSR %CPU
  2  2.5
  1  0.0
  0  0.0
  3 32.3
  3  0.5
  1  0.3
  1  0.3
  0  0.0
  0  0.0
  0 32.0
%CPU     %MEM    
98.2  0.2
PSR %CPU
  2  2.4
  1  0.0
  0  0.0
  3 31.8
  3  0.5
  1  0.2
  1  0.3
  0  0.0
  0  0.0
  0 75.0
%CPU     %MEM    
98.5  0.2
PSR %CPU
  2  2.4
  1  0.0
  0  0.0
  3 31.3
  3  0.5
  1  0.2
  1  0.3
  0  0.0
  0  0.0
  0 89.0
%CPU     %MEM    
98.8  0.2
PSR %CPU
  2  2.4
  3  0.0
  0  0.0
  3 30.8
  1  0.5
  3  0.2
  1  0.3
  3  0.0
  0  0.0
  2  0.0
%CPU     %MEM    
97.5  0.2
PSR %CPU
  2  2.3
  3  0.0
  0  0.0
  3 29.9
  2  0.5
  3  0.2
  1  0.2
  3  0.0
  0  0.0
  0 72.0
%CPU     %MEM    
97.7  0.2
PSR %CPU
  1  2.3
  3  0.0
  0  0.0
  3 29.5
  2  0.5
  3  0.3
  1  0.3
  2  0.0
  0  0.0
  2 69.0
%CPU     %MEM    
98.0  0.2
PSR %CPU
  1  2.3
  3  0.0
  0  0.0
  3 29.0
  2  0.5
  3  0.3
  1  0.3
  2  0.0
  0  0.0
  2 93.5
%CPU     %MEM    
98.2  0.3
PSR %CPU
  1  2.2
  3  0.0
  0  0.0
  3 28.6
  2  0.5
  3  0.2
  1  0.3
  2  0.0
  3  0.0
  0  0.0
%CPU     %MEM    
98.5  0.2
PSR %CPU
  2  2.2
  3  0.0
  0  0.0
  3 28.2
  2  0.5
  3  0.3
  1  0.3
  0  0.0
  3  0.0
  1  0.0
%CPU     %MEM    
98.7  0.3
PSR %CPU
  1  2.2
  3  0.0
  0  0.0
  3 27.8
  0  0.5
  3  0.3
  2  0.3
  0  0.0
  0  0.0
  0  0.0
%CPU     %MEM    
97.6  0.3
PSR %CPU
  1  2.1
  3  0.0
  0  0.0
  3 27.1
  0  0.5
  3  0.2
  2  0.3
  0  0.0
  2  0.0
  2 58.0
%CPU     %MEM    
97.9  0.3
PSR %CPU
  1  2.1
  3  0.0
  0  0.0
  3 26.7
  0  0.5
  3  0.2
  1  0.3
  2  0.0
  0  0.0
  0  0.0
%CPU     %MEM    
98.1  0.3
PSR %CPU
  1  2.1
  3  0.0
  0  0.0
  3 26.4
  0  0.5
  3  0.2
  2  0.3
  3  0.0
  1  0.0
  2  0.0
%CPU     %MEM    
98.3  0.3
PSR %CPU
  3  2.1
  3  0.0
  0  0.0
  1 26.1
  0  0.5
  3  0.3
  2  0.3
  0  1.0
  1  0.0
  2 65.0
%CPU     %MEM    
98.5  0.3
PSR %CPU
  3  2.1
  3  0.0
  0  0.0
  1 25.7
  0  0.5
  3  0.3
  2  0.3
  0  0.5
  1  0.0
  2 91.0
%CPU     %MEM    
98.7  0.3
PSR %CPU
  3  2.1
  3  0.0
  0  0.0
  1 25.4
  0  0.5
  3  0.3
  2  0.3
  0  0.0
  1  0.0
  1  0.0
%CPU     %MEM    
97.7  0.3
PSR %CPU
  3  2.1
  3  0.0
  0  0.0
  1 24.8
  0  0.5
  3  0.3
  2  0.3
  0  0.0
  1  0.0
  0 57.0
%CPU     %MEM    
97.9  0.3
PSR %CPU
  1  2.0
  3  0.0
  0  0.0
  1 24.5
  0  0.5
  3  0.3
  2  0.3
  2  0.0
  2  0.0
  2 79.0
%CPU     %MEM    
98.1  0.3
PSR %CPU
  1  2.0
  3  0.0
  0  0.0
  1 24.2
  0  0.5
  3  0.2
  2  0.3
  2  0.0
  2  0.0
  2 98.0
%CPU     %MEM    
98.3  0.3
PSR %CPU
  1  2.0
  3  0.0
  0  0.0
  1 23.9
  0  0.5
  3  0.3
  2  0.3
  3  0.0
  0  0.0
  1  0.0
%CPU     %MEM    
98.5  0.3
PSR %CPU
  1  2.0
  3  0.0
  0  0.0
  1 23.6
  0  0.5
  3  0.3
  2  0.3
  2  0.0
  2  0.0
  2  0.0
%CPU     %MEM    
97.5  0.3
PSR %CPU
  1  2.0
  3  0.0
  0  0.0
  1 23.1
  0  0.5
  3  0.3
  1  0.3
  2  0.0
  0  0.0
  3 44.0
%CPU     %MEM    
97.7  0.3
PSR %CPU
  1  1.9
  3  0.0
  0  0.0
  1 22.8
  0  0.5
  3  0.3
  1  0.3
  2  0.0
  0  0.0
  3 80.5
%CPU     %MEM    
97.9  0.3
PSR %CPU
  1  1.9
  3  0.0
  0  0.0
  1 22.6
  0  0.5
  2  0.3
  3  0.3
  2  0.0
  2  0.0
  2 36.0
%CPU     %MEM    
98.1  0.3
PSR %CPU
  1  1.9
  3  0.0
  0  0.0
  1 22.3
  0  0.5
  2  0.2
  3  0.3
  3  0.0
  0  0.0
  0  0.0
%CPU     %MEM    
98.3  0.3
PSR %CPU
  1  1.9
  3  0.0
  0  0.0
  1 22.1
  0  0.5
  2  0.3
  3  0.3
  3  0.0
  2  0.0
  2  0.0
%CPU     %MEM    
98.5  0.3
PSR %CPU
  1  1.9
  3  0.0
  0  0.0
  1 21.9
  0  0.5
  2  0.3
  3  0.3
  3  6.0
  2  0.0
  2  180
%CPU     %MEM    
97.6  0.3
PSR %CPU
  1  1.8
  3  0.0
  0  0.0
  1 21.4
  0  0.5
  2  0.2
  3  0.3
  0  6.0
  3  0.0
  2 36.0
%CPU     %MEM    
97.8  0.3
PSR %CPU
  1  1.8
  3  0.0
  2  0.0
  1 21.2
  0  0.5
  2  0.2
  3  0.3
  0 39.0
  3  0.0
  2 42.0
%CPU     %MEM    
98.0  0.3
PSR %CPU
  1  1.8
  3  0.0
  2  0.0
  1 21.0
  0  0.4
  2  0.2
  3  0.2
  0 65.0
  3  0.0
  2 28.0
%CPU     %MEM    
98.2  0.3
PSR %CPU
  1  1.8
  3  0.0
  2  0.0
  1 20.7
  0  0.4
  2  0.2
  3  0.2
  2 36.0
  3  0.0
  0 37.0
%CPU     %MEM    
98.4  0.3
PSR %CPU
  1  1.8
  3  0.0
  2  0.0
  1 20.5
  0  0.4
  2  0.2
  3  0.2
  2 54.5
  3  0.0
  0 41.0
%CPU     %MEM    
98.6  0.3
PSR %CPU
  1  1.8
  3  0.0
  2  0.0
  1 20.3
  0  0.4
  2  0.2
  3  0.2
  2 75.6
  3  0.0
  0 27.3
%CPU     %MEM    
97.7  0.3
PSR %CPU
  2  1.7
  3  0.0
  2  0.0
  1 19.9
  0  0.4
  2  0.2
  0  0.2
  3  0.0
  0  0.0
  1 83.0
%CPU     %MEM    
97.9  0.3
PSR %CPU
  2  1.7
  3  0.0
  2  0.0
  1 19.7
  0  0.4
  2  0.2
  0  0.2
  3  0.0
  0  0.0
  1  101
%CPU     %MEM    
98.1  0.3
PSR %CPU
  2  1.7
  3  0.0
  2  0.0
  1 19.6
  0  0.4
  2  0.2
  3  0.2
  3  0.0
  1  0.0
  1  0.0
%CPU     %MEM    
98.3  0.3
PSR %CPU
  0  1.7
  3  0.0
  2  0.0
  1 19.4
  0  0.4
  2  0.2
  2  0.2
  2  0.0
  3  0.0
  3  0.0
%CPU     %MEM    
98.4  0.4
PSR %CPU
  2  1.7
  3  0.0
  2  0.0
  1 19.2
  0  0.4
  3  0.2
  3  0.3
  0  0.0
  1  0.0
  1  0.0
%CPU     %MEM    
97.7  0.4
PSR %CPU
  2  1.7
  3  0.0
  2  0.0
  1 18.8
  0  0.4
  3  0.2
  3  0.3
  0  0.0
  1  0.0
  1 86.5
%CPU     %MEM    
97.8  0.4
PSR %CPU
  3  1.7
  3  0.0
  1  0.0
  1 18.7
  0  0.4
  0  0.2
  3  0.3
  2  5.0
  0 14.0
  3 27.0
%CPU     %MEM    
98.0  0.3
PSR %CPU
  2  1.7
  3  0.0
  1  0.0
  1 18.5
  0  0.4
  3  0.2
  2  0.3
  3  4.0
  0 20.0
  1  5.0
%CPU     %MEM    
98.1  0.3
PSR %CPU
  2  1.7
  3  0.0
  2  0.0
  1 18.3
  0  0.4
  3  0.2
  2  0.3
  3  0.0
  0  0.0
  1  0.0
%CPU     %MEM    
98.3  0.3
PSR %CPU
  2  1.7
  3  0.0
  2  0.0
  1 18.2
  0  0.4
  3  0.2
  2  0.3
  3  0.0
  0  1.0
  1  120
%CPU     %MEM    
98.5  0.3
PSR %CPU
  2  1.7
  3  0.0
  2  0.0
  1 18.0
  0  0.4
  3  0.2
  2  0.3
  3  0.0
  0  0.5
  1  119
%CPU     %MEM    
97.8  0.3
PSR %CPU
  2  1.7
  3  0.0
  2  0.0
  1 17.7
  3  0.4
  3  0.2
  0  0.3
  3  0.0
  0  0.0
  1 82.0
%CPU     %MEM    
97.9  0.3
PSR %CPU
  2  1.7
  3  0.0
  2  0.0
  1 17.5
  0  0.4
  3  0.2
  0  0.3
  3  0.0
  0  0.0
  1 87.0
%CPU     %MEM    
98.0  0.3
PSR %CPU
  0  1.7
  3  0.0
  2  0.0
  1 17.4
  2  0.4
  3  0.2
  0  0.3
  2  0.0
  3  0.0
  1 95.0
%CPU     %MEM    
98.2  0.3
PSR %CPU
  0  1.7
  3  0.0
  2  0.0
  1 17.2
  2  0.4
  3  0.2
  0  0.3
  2  0.0
  3  0.0
  1  106
%CPU     %MEM    
98.3  0.4
PSR %CPU
  0  1.7
  0  0.0
  2  0.0
  1 17.1
  2  0.4
  3  0.2
  1  0.3
  1  0.0
  3  0.0
  3 87.0
%CPU     %MEM    
98.4  0.4
PSR %CPU
  0  1.7
  0  0.0
  2  0.0
  1 17.0
  1  0.4
  1  0.3
  2  0.3
  3  0.0
  3  0.0
  1  0.0
%CPU     %MEM    
97.8  0.4
PSR %CPU
  0  1.6
  0  0.0
  2  0.0
  1 16.7
  1  0.4
  1  0.2
  2  0.3
  3  0.0
  3  0.0
  1 63.0
%CPU     %MEM    
97.9  0.4
PSR %CPU
  0  1.6
  0  0.0
  2  0.0
  1 16.5
  2  0.4
  0  0.2
  1  0.3
  2  0.0
  3  0.0
  0  0.0
%CPU     %MEM    
98.0  0.4
PSR %CPU
  0  1.6
  0  0.0
  2  0.0
  1 16.4
  0  0.4
  2  0.2
  1  0.3
  1  0.0
  0  0.0
  3  0.0
%CPU     %MEM    
98.2  0.4
PSR %CPU
  0  1.7
  0  0.0
  2  0.0
  1 16.3
  2  0.4
  1  0.3
  3  0.3
  1  0.0
  1  0.0
  2  0.0
%CPU     %MEM    
98.3  0.4
PSR %CPU
  0  1.7
  0  0.0
  2  0.0
  1 16.1
  2  0.4
  1  0.3
  3  0.3
  1  0.0
  1  0.0
  2  167
%CPU     %MEM    
98.4  0.4
PSR %CPU
  0  1.7
  0  0.0
  2  0.0
  1 16.0
  2  0.4
  1  0.2
  3  0.3
  1  0.0
  1  0.0
  1  0.0
%CPU     %MEM    
97.8  0.4
PSR %CPU
  0  1.7
  0  0.0
  0  0.0
  1 15.8
  2  0.4
  1  0.2
  3  0.3
  2  0.0
  3  0.0
  2 34.0
%CPU     %MEM    
97.9  0.4
PSR %CPU
  1  1.7
  0  0.0
  3  0.0
  2 15.7
  2  0.4
  1  0.3
  3  0.3
  1  0.0
  0 11.0
  0 33.0
%CPU     %MEM    
98.0  0.4
PSR %CPU
  1  1.7
  0  0.0
  3  0.0
  2 15.5
  2  0.4
  1  0.2
  3  0.3
  1  0.0
  0  5.5
  0 76.0
%CPU     %MEM    
98.2  0.4
PSR %CPU
  1  1.7
  0  0.0
  3  0.0
  2 15.4
  2  0.4
  2  0.2
  3  0.3
  2  0.0
  3  0.0
  0  0.0
%CPU     %MEM    
98.3  0.4
PSR %CPU
  1  1.7
  0  0.0
  3  0.0
  2 15.3
  2  0.4
  1  0.3
  3  0.3
  3  0.0
  0  0.0
  3  0.0
%CPU     %MEM    
97.7  0.4
PSR %CPU
  1  1.7
  0  0.0
  3  0.0
  2 15.1
  1  0.4
  0  0.2
  0  0.3
  2  0.0
  3  0.0
  0 62.0
%CPU     %MEM    
97.8  0.4
PSR %CPU
  1  1.7
  0  0.0
  3  0.0
  2 15.0
  1  0.4
  0  0.2
  0  0.3
  2  0.0
  3  0.0
  0 90.0
%CPU     %MEM    
97.9  0.4
PSR %CPU
  1  1.7
  0  0.0
  3  0.0
  2 14.8
  2  0.4
  0  0.2
  3  0.3
  2  0.0
  3  0.0
  1  0.0
%CPU     %MEM    
98.1  0.4
PSR %CPU
  1  1.7
  0  0.0
  3  0.0
  2 14.8
  1  0.4
  0  0.3
  3  0.3
  2  0.0
  3  0.0
  0  0.0
%CPU     %MEM    
98.2  0.4
PSR %CPU
  1  1.7
  0  0.0
  3  0.0
  2 14.6
  1  0.4
  0  0.3
  3  0.3
  2  0.0
  3 13.0
  0  159
%CPU     %MEM    
98.3  0.4
PSR %CPU
  1  1.7
  0  0.0
  3  0.0
  2 14.5
  0  0.4
  1  0.3
  3  0.3
  2  0.0
  3  0.0
  2  0.0
%CPU     %MEM    
97.7  0.4
PSR %CPU
  1  1.6
  0  0.0
  3  0.0
  2 14.3
  0  0.4
  3  0.3
  3  0.3
  2  0.0
  2  6.0
  1 59.0
%CPU     %MEM    
97.8  0.5
PSR %CPU
  1  1.6
  0  0.0
  3  0.0
  2 14.2
  0  0.4
  1  0.3
  2  0.3
  2  0.0
  3  0.0
  0 75.0
%CPU     %MEM    
98.0  0.5
PSR %CPU
  1  1.6
  0  0.0
  3  0.0
  2 14.1
  0  0.4
  1  0.3
  2  0.3
  2  0.0
  3  2.0
  0 94.0
%CPU     %MEM    
98.1  0.4
PSR %CPU
  1  1.6
  0  0.0
  3  0.0
  2 14.0
  0  0.4
  2  0.3
  2  0.3
  2  0.0
  1  3.0
  3 82.0
%CPU     %MEM    
98.2  0.5
PSR %CPU
  1  1.6
  0  0.0
  3  0.0
  2 13.9
  0  0.4
  2  0.3
  2  0.3
  2  0.0
  3  0.0
  0  0.0
%CPU     %MEM    
98.4  0.5
PSR %CPU
  1  1.6
  0  0.0
  3  0.0
  2 13.8
  0  0.4
  2  0.3
  2  0.3
  2  0.0
  3  6.0
  0  115
%CPU     %MEM    
97.8  0.5
PSR %CPU
  1  1.6
  0  0.0
  3  0.0
  2 13.7
  0  0.4
  2  0.3
  2  0.3
  2  0.0
  3  2.0
  0 77.6
%CPU     %MEM    
97.9  0.5
PSR %CPU
  1  1.6
  0  0.0
  3  0.0
  2 13.6
  0  0.4
  2  0.3
  2  0.3
  3  0.0
  2  2.0
  3 81.0
%CPU     %MEM    
98.1  0.5
PSR %CPU
  1  1.6
  3  0.0
  3  0.0
  2 13.5
  0  0.4
  2  0.3
  0  0.3
  2  0.0
  2  2.0
  0 92.0
%CPU     %MEM    
98.2  0.5
PSR %CPU
  2  1.6
  3  0.0
  3  0.0
  2 13.4
  1  0.4
  0  0.3
  2  0.3
  3  0.0
  3  0.0
  3 98.0
%CPU     %MEM    
98.3  0.5
PSR %CPU
  0  1.6
  3  0.0
  3  0.0
  2 13.3
  1  0.4
  0  0.3
  2  0.3
  1  0.0
  3  0.0
  2  0.0
%CPU     %MEM    
97.8  0.5
PSR %CPU
  2  1.5
  3  0.0
  3  0.0
  2 13.1
  1  0.4
  0  0.3
  0  0.3
  3  0.0
  1  0.0
  0 47.0
%CPU     %MEM    
97.9  0.5
PSR %CPU
  2  1.5
  3  0.0
  3  0.0
  2 13.0
  1  0.4
  0  0.3
  2  0.3
  3  0.0
  2  0.0
  3 70.0
%CPU     %MEM    
98.0  0.5
PSR %CPU
  2  1.5
  3  0.0
  3  0.0
  2 13.0
  1  0.4
  0  0.3
  2  0.3
  3  0.0
  2  0.0
  3 94.0
%CPU     %MEM    
98.1  0.5
PSR %CPU
  2  1.5
  3  0.0
  3  0.0
  2 12.9
  1  0.4
  0  0.3
  1  0.3
  3  0.0
  0  0.0
  3  0.0
%CPU     %MEM    
98.2  0.5
PSR %CPU
  2  1.5
  3  0.0
  3  0.0
  2 12.8
  1  0.4
  0  0.3
  1  0.3
  3  0.0
  3  0.0
  1  0.0
%CPU     %MEM    
98.3  0.5
PSR %CPU
  3  1.5
  3  0.0
  3  0.0
  2 12.7
  1  0.4
  0  0.3
  3  0.3
  0  0.0
  1  0.0
  2  0.0
%CPU     %MEM    
97.8  0.5
PSR %CPU
  3  1.5
  3  0.0
  3  0.0
  2 12.6
  1  0.4
  0  0.3
  3  0.3
  0  0.0
  1  0.0
  1 95.0
%CPU     %MEM    
97.9  0.5
PSR %CPU
  3  1.5
  3  0.0
  3  0.0
  2 12.5
  1  0.4
  1  0.3
  3  0.3
  0  0.0
  1  0.0
  1  0.0
%CPU     %MEM    
98.0  0.5
PSR %CPU
  1  1.5
  1  0.0
  1  0.0
  2 12.4
  2  0.4
  3  0.3
  1  0.3
  1  0.0
  3  0.0
  0 44.0
%CPU     %MEM    
98.1  0.5
PSR %CPU
  1  1.5
  1  0.0
  1  0.0
  2 12.3
  2  0.4
  3  0.3
  1  0.3
  1  0.0
  3  0.0
  0 81.5
%CPU     %MEM    
98.2  0.5
PSR %CPU
  1  1.5
  1  0.0
  1  0.0
  2 12.3
  2  0.4
  2  0.3
  3  0.3
  0  0.0
  3  0.0
  2  0.0
%CPU     %MEM    
98.3  0.5
PSR %CPU
  1  1.6
  1  0.0
  2  0.0
  2 12.2
  0  0.4
  2  0.3
  3  0.3
  3  0.0
  0  0.0
  3  0.0
%CPU     %MEM    
97.9  0.5
PSR %CPU
  1  1.6
  1  0.0
  2  0.0
  2 12.1
  0  0.4
  2  0.3
  3  0.3
  1  0.0
  2  3.0
  1 73.0
%CPU     %MEM    
98.0  0.5
PSR %CPU
  1  1.6
  1  0.0
  2  0.0
  2 12.0
  0  0.4
  2  0.3
  3  0.3
  1  0.0
  2  1.5
  1 95.0
%CPU     %MEM    
98.1  0.5
PSR %CPU
  1  1.6
  1  0.0
  2  0.0
  2 11.9
  0  0.4
  2  0.3
  3  0.3
  0  0.0
  3  0.0
  2  0.0
%CPU     %MEM    
98.2  0.5
PSR %CPU
  1  1.6
  1  0.0
  2  0.0
  2 11.8
  0  0.4
  2  0.3
  3  0.3
  1  0.0
  0  0.0
  3  0.0
%CPU     %MEM    
98.2  0.6
PSR %CPU
  1  1.6
  1  0.0
  2  0.0
  1 11.8
  0  0.4
  2  0.3
  1  0.3
  2  0.0
  3  0.0
  0  0.0
%CPU     %MEM    
97.7  0.5
PSR %CPU
  1  1.6
  1  0.0
  2  0.0
  1 11.6
  0  0.4
  0  0.3
  2  0.3
