%CPU     %MEM    
98.2  0.1
PSR %CPU
  0  3.1
  1  0.0
  1  0.0
  1 48.8
  2  0.2
  2  0.3
  2  0.2
%CPU     %MEM    
100.0    0.2     
98.9  0.1
PSR %CPU
  0  3.0
  1  0.0
  1  0.0
  1 51.2
  2  0.2
  2  0.3
  2  0.2
%CPU     %MEM    
100.0    0.2     
99.6  0.1
PSR %CPU
  0  2.9
  1  0.0
  1  0.0
  1 53.4
  2  0.2
  2  0.3
  2  0.2
%CPU     %MEM    
100.0    0.2     
97.0  0.1
PSR %CPU
  0  2.7
  1  0.0
  1  0.0
  1 53.8
  2  0.2
  2  0.2
  2  0.2
%CPU     %MEM    
93.3     0.2     
97.6  0.1
PSR %CPU
  0  2.6
  1  0.0
  3  0.0
  1 55.7
  2  0.2
  2  0.2
  2  0.2
%CPU     %MEM    
100.0    0.2     
98.2  0.1
PSR %CPU
  0  2.5
  1  0.0
  3  0.0
  1 57.5
  2  0.2
  2  0.2
  2  0.2
%CPU     %MEM    
100.0    0.2     
98.8  0.1
PSR %CPU
  0  2.5
  1  0.0
  3  0.0
  1 59.2
  2  0.2
  2  0.2
  2  0.2
%CPU     %MEM    
100.0    0.2     
99.3  0.1
PSR %CPU
  0  2.4
  1  0.0
  3  0.0
  1 60.8
  2  0.2
  2  0.2
  2  0.2
%CPU     %MEM    
100.0    0.2     
97.2  0.1
PSR %CPU
  0  2.3
  1  0.0
  3  0.0
  1 60.7
  2  0.2
  2  0.2
  2  0.2
%CPU     %MEM    
100.0    0.2     
97.7  0.1
PSR %CPU
  0  2.2
  1  0.0
  3  0.0
  1 62.2
  2  0.2
  2  0.2
  2  0.2
%CPU     %MEM    
93.8     0.2     
98.2  0.1
PSR %CPU
  0  2.2
  1  0.0
  3  0.0
  1 63.6
  2  0.2
  2  0.2
  2  0.2
%CPU     %MEM    
100.0    0.2     
98.6  0.1
PSR %CPU
  0  2.3
  1  0.0
  3  0.0
  1 63.6
  2  0.1
  1  0.2
  2  0.1
  1  0.0
  2  0.0
  3  0.0
%CPU     %MEM    
100.0    0.2     
99.1  0.1
PSR %CPU
  0  2.3
  1  0.0
  3  0.0
  1 62.1
  2  0.1
  1  0.2
  2  0.1
  1  0.0
  2  5.0
  3  154
%CPU     %MEM    
100.0    0.2     
99.5  0.1
PSR %CPU
  0  2.3
  1  0.0
  3  0.0
  1 60.6
  1  0.2
  1  0.2
  2  0.2
  1  0.0
  2  0.0
  3  0.0
%CPU     %MEM    
80.0     0.2     
97.5  0.2
PSR %CPU
  0  2.5
  1  0.0
  3  0.0
  1 57.9
  1  0.2
  2  0.2
  2  0.2
  2  0.0
  3  0.0
  2 13.0
%CPU     %MEM    
93.8     0.2     
97.9  0.2
PSR %CPU
  0  2.4
  1  0.0
  3  0.0
  1 56.7
  1  0.2
  2  0.2
  2  0.2
  3  0.0
  2  0.0
  3  0.0
%CPU     %MEM    
106.7    0.2     
98.2  0.2
PSR %CPU
  0  2.4
  1  0.0
  3  0.0
  1 56.4
  0  0.2
  0  0.2
  0  0.2
  2  0.0
  3  0.0
  3  0.0
%CPU     %MEM    
100.0    0.2     
98.6  0.2
PSR %CPU
  3  2.4
  1  0.0
  2  0.0
  1 55.2
  1  0.2
  0  0.2
  1  0.2
  1  0.0
  2  0.0
  3  0.0
%CPU     %MEM    
106.7    0.2     
99.0  0.2
PSR %CPU
  3  2.3
  1  0.0
  2  0.0
  1 56.4
  0  0.2
  1  0.3
  0  0.2
%CPU     %MEM    
100.0    0.2     
99.3  0.2
PSR %CPU
  3  2.3
  1  0.0
  2  0.0
  1 55.7
  0  0.2
  1  0.3
  3  0.2
  0  0.0
  1  0.0
  2  0.0
%CPU     %MEM    
106.7    0.2     
97.5  0.2
PSR %CPU
  3  2.2
  1  0.0
  2  0.0
  0 54.6
  0  0.2
  2  0.3
  1  0.2
%CPU     %MEM    
100.0    0.2     
97.9  0.2
PSR %CPU
  3  2.2
  1  0.0
  2  0.0
  0 55.2
  3  0.2
  2  0.3
  1  0.2
  0  0.0
  1  0.0
  1  0.0
%CPU     %MEM    
100.0    0.2     
98.2  0.2
PSR %CPU
  3  2.2
  1  0.0
  2  0.0
  0 54.2
  1  0.2
  2  0.3
  3  0.2
  0  0.0
  1  0.0
  0  0.0
%CPU     %MEM    
94.1     0.2     
98.5  0.2
PSR %CPU
  3  2.1
  1  0.0
  2  0.0
  0 53.9
  0  0.3
  2  0.3
  0  0.2
  0  0.0
  1  0.0
  0  0.0
%CPU     %MEM    
106.7    0.2     
98.8  0.2
PSR %CPU
  3  2.1
  1  0.0
  2  0.0
  0 52.9
  2  0.3
  2  0.3
  0  0.2
%CPU     %MEM    
100.0    0.3     
97.4  0.2
PSR %CPU
  3  2.0
  1  0.0
  2  0.0
  0 51.1
  2  0.3
  0  0.3
  0  0.2
  0  0.0
  2  0.0
  1 55.0
%CPU     %MEM    
106.7    0.3     
97.7  0.2
PSR %CPU
  3  2.0
  1  0.0
  2  0.0
  0 50.2
  3  0.3
  3  0.3
  2  0.3
  0  0.0
  1  0.0
  2  110
%CPU     %MEM    
100.0    0.3     
98.0  0.2
PSR %CPU
  3  2.0
  1  0.0
  2  0.0
  0 49.4
  3  0.3
  2  0.3
  2  0.3
  0  0.0
  1  0.0
  1  0.0
%CPU     %MEM    
100.0    0.3     
98.2  0.2
PSR %CPU
  3  2.0
  1  0.0
  2  0.0
  0 48.6
  3  0.3
  2  0.3
  2  0.2
  0  0.0
  0  0.0
  0 69.0
%CPU     %MEM    
100.0    0.3     
98.5  0.2
PSR %CPU
  3  1.9
  1  0.0
  2  0.0
  0 47.8
  1  0.3
  2  0.3
  2  0.3
  0  0.0
  1  0.0
  2  100
%CPU     %MEM    
106.7    0.3     
98.7  0.2
PSR %CPU
  3  1.9
  1  0.0
  2  0.0
  0 47.0
  1  0.3
  2  0.3
  0  0.3
  0  0.0
  1  0.0
  0  0.0
%CPU     %MEM    
106.7    0.3     
97.5  0.2
PSR %CPU
  3  1.9
  1  0.0
  2  0.0
  0 45.6
  1  0.3
  2  0.3
  3  0.3
  0  0.0
  1  0.0
  1 67.0
%CPU     %MEM    
100.0    0.3     
97.7  0.2
PSR %CPU
  3  1.9
  1  0.0
  2  0.0
  0 44.9
  1  0.3
  2  0.3
  3  0.3
  0  0.0
  2  0.0
  1  103
%CPU     %MEM    
100.0    0.3     
97.9  0.2
PSR %CPU
  3  1.9
  1  0.0
  2  0.0
  0 44.2
  1  0.3
  1  0.3
  2  0.3
  0  0.0
  1  0.0
  3  0.0
%CPU     %MEM    
100.0    0.3     
98.2  0.3
PSR %CPU
  3  1.9
  1  0.0
  2  0.0
  0 43.6
  1  0.3
  2  0.3
  2  0.3
  3  1.0
  2  0.0
  0 83.0
%CPU     %MEM    
100.0    0.3     
98.4  0.3
PSR %CPU
  3  1.9
  1  0.0
  2  0.0
  0 43.0
  1  0.3
  2  0.3
  2  0.3
  1  0.0
  2  0.0
  1  0.0
%CPU     %MEM    
106.7    0.3     
97.2  0.3
PSR %CPU
  0  1.9
  1  0.0
  2  0.0
  0 41.8
  2  0.3
  3  0.3
  1  0.3
  1  0.0
  2  0.0
  0 26.0
%CPU     %MEM    
100.0    0.3     
97.5  0.3
PSR %CPU
  0  1.8
  1  0.0
  2  0.0
  0 41.2
  2  0.3
  3  0.3
  1  0.3
  1  0.0
  2  0.0
  0 71.5
%CPU     %MEM    
93.3     0.3     
97.6  0.3
PSR %CPU
  0  1.8
  1  0.0
  3  0.0
  0 40.6
  2  0.3
  3  0.3
  1  0.3
%CPU     %MEM    
106.7    0.3     
97.8  0.3
PSR %CPU
  0  1.8
  1  0.0
  3  0.0
  3 40.1
  2  0.3
  3  0.3
  1  0.3
  1  0.0
  1  0.0
  3  0.0
%CPU     %MEM    
62.5     0.3     
98.0  0.3
PSR %CPU
  0  1.8
  1  0.0
  2  0.0
  3 39.5
  2  0.3
  3  0.3
  1  0.3
  1  0.0
  2  0.0
  2  0.0
%CPU     %MEM    
100.0    0.3     
98.3  0.3
PSR %CPU
  0  1.8
  1  0.0
  2  0.0
  3 39.0
  2  0.3
  3  0.3
  1  0.3
  1  0.0
  2  0.0
  3  0.0
%CPU     %MEM    
106.7    0.4     
97.2  0.3
PSR %CPU
  0  1.7
  1  0.0
  3  0.0
  2 38.0
  2  0.3
  3  0.3
  1  0.3
  3  1.0
  2  0.0
  1  102
%CPU     %MEM    
106.7    0.4     
97.4  0.3
PSR %CPU
  0  1.7
  1  0.0
  3  0.0
  2 37.5
  2  0.3
  0  0.3
  1  0.3
  1  1.0
  3  0.0
  2 45.0
%CPU     %MEM    
100.0    0.4     
97.7  0.3
PSR %CPU
  0  1.7
  1  0.0
  3  0.0
  2 37.1
  2  0.3
  0  0.3
  1  0.3
  1 55.0
  3  0.0
  2 27.5
%CPU     %MEM    
106.7    0.4     
97.9  0.3
PSR %CPU
  0  1.7
  1  0.0
  3  0.0
  2 36.6
  3  0.3
  0  0.3
  1  0.3
  3 17.0
  3  0.0
  2 53.0
%CPU     %MEM    
93.8     0.4     
98.2  0.3
PSR %CPU
  0  1.7
  1  0.0
  3  0.0
  2 36.2
  3  0.3
  0  0.3
  1  0.3
  3 67.0
  3  0.0
  2 27.0
%CPU     %MEM    
106.7    0.4     
98.3  0.3
PSR %CPU
  0  1.7
  1  0.0
  3  0.0
  2 35.7
  3  0.3
  1  0.3
  1  0.3
  1  0.0
  2  0.0
  0  0.0
%CPU     %MEM    
100.0    0.4     
97.4  0.3
PSR %CPU
  0  1.6
  1  0.0
  3  0.0
  2 34.9
  3  0.3
  0  0.3
  1  0.3
  2  0.0
  2  0.0
  2 25.0
%CPU     %MEM    
86.7     0.3     
97.5  0.3
PSR %CPU
  0  1.6
  1  0.0
  3  0.0
  2 34.5
  3  0.3
  0  0.3
  1  0.3
%CPU     %MEM    
100.0    0.4     
97.7  0.3
PSR %CPU
  1  1.6
  1  0.0
  3  0.0
  0 34.1
  3  0.3
  3  0.3
  1  0.3
  3  0.0
  2  0.0
  0  109
%CPU     %MEM    
106.7    0.4     
97.9  0.3
PSR %CPU
  1  1.6
  1  0.0
  2  0.0
  0 33.7
  1  0.4
  3  0.3
  1  0.3
  3  5.0
  1  8.0
  2 55.0
%CPU     %MEM    
53.3     0.4     
98.0  0.3
PSR %CPU
  1  1.6
  1  0.0
  1  0.0
  0 33.3
  1  0.4
  2  0.3
  2  0.3
  1  0.0
  0  0.0
  3  0.0
%CPU     %MEM    
100.0    0.4     
97.2  0.3
PSR %CPU
  1  1.6
  1  0.0
  1  0.0
  0 32.6
  1  0.4
  2  0.3
  2  0.3
  1  0.0
  0  0.5
  3 58.0
%CPU     %MEM    
93.8     0.4     
97.4  0.3
PSR %CPU
  1  1.6
  1  0.0
  1  0.0
  0 32.2
  2  0.4
  1  0.3
  2  0.3
  2  0.0
  3  0.0
  0 64.0
%CPU     %MEM    
100.0    0.4     
97.3  0.4
PSR %CPU
  1  1.6
  1  0.0
  1  0.0
  2 31.9
  0  0.4
  3  0.3
  2  0.3
  2  0.0
  2  0.0
  2  0.0
%CPU     %MEM    
100.0    0.4     
97.5  0.4
PSR %CPU
  1  1.6
  1  0.0
  1  0.0
  2 31.6
  0  0.4
  3  0.3
  2  0.3
  2  0.0
  2  0.0
  2  136
%CPU     %MEM    
100.0    0.4     
97.6  0.4
PSR %CPU
  1  1.6
  1  0.0
  1  0.0
  2 31.2
  0  0.4
  3  0.3
  2  0.3
  2  0.0
  3  0.0
  0  0.0
%CPU     %MEM    
93.8     0.4     
97.5  0.4
PSR %CPU
  1  1.6
  1  0.0
  1  0.0
  0 30.9
  0  0.4
  3  0.3
  2  0.3
  3  0.0
  3  0.0
  3  0.0
%CPU     %MEM    
86.7     0.4     
96.7  0.4
PSR %CPU
  1  1.6
  1  0.0
  1  0.0
  0 30.3
  0  0.4
  2  0.3
  2  0.3
  0  0.0
  3  0.0
  2  0.0
%CPU     %MEM    
100.0    0.4     
96.8  0.4
PSR %CPU
  0  1.6
  1  0.0
  1  0.0
  0 30.0
  1  0.4
  2  0.3
  1  0.3
  1  0.0
  3  0.0
  3 42.0
%CPU     %MEM    
100.0    0.4     
97.0  0.4
PSR %CPU
  0  1.6
  1  0.0
  1  0.0
  0 29.7
  1  0.4
  2  0.3
  1  0.3
  1  0.0
  3  0.0
  3 80.0
%CPU     %MEM    
100.0    0.4     
97.2  0.4
PSR %CPU
  0  1.6
  1  0.0
  1  0.0
  0 29.4
  1  0.4
  2  0.3
  3  0.3
  1  0.0
  2  0.0
  2  0.0
%CPU     %MEM    
100.0    0.4     
97.4  0.4
PSR %CPU
  3  1.6
  1  0.0
  1  0.0
  0 30.0
  1  0.4
  2  0.3
  3  0.3
%CPU     %MEM    
100.0    0.4     
97.6  0.4
PSR %CPU
  3  1.6
  1  0.0
  1  0.0
  0 30.8
  1  0.4
  2  0.3
  3  0.3
%CPU     %MEM    
106.7    0.4     
96.9  0.4
PSR %CPU
  3  1.6
  1  0.0
  1  0.0
  0 31.4
  1  0.4
  2  0.3
  3  0.3
%CPU     %MEM    
93.8     0.4     
97.0  0.4
PSR %CPU
  2  1.6
  1  0.0
  1  0.0
  0 31.9
  2  0.4
  2  0.3
  1  0.3
  3  0.0
  2  0.0
  0  0.0
%CPU     %MEM    
100.0    0.4     
97.2  0.4
PSR %CPU
  2  1.6
  1  0.0
  1  0.0
  0 31.6
  2  0.4
  2  0.3
  1  0.3
  3  0.0
  2  8.0
  0  133
%CPU     %MEM    
87.5     0.5     
97.4  0.4
PSR %CPU
  1  1.6
  1  0.0
  1  0.0
  0 31.3
  2  0.4
  1  0.3
  2  0.3
  2  0.0
  3  0.0
  0  0.0
%CPU     %MEM    
100.0    0.4     
97.5  0.4
PSR %CPU
  2  1.6
  1  0.0
  1  0.0
  0 31.6
  1  0.4
  1  0.3
  2  0.3
%CPU     %MEM    
100.0    0.4     
96.8  0.4
PSR %CPU
  2  1.5
  1  0.0
  1  0.0
  0 32.1
  2  0.3
  1  0.3
  2  0.3
%CPU     %MEM    
93.8     0.4     
96.9  0.4
PSR %CPU
  2  1.5
  1  0.0
  2  0.0
  0 31.8
  2  0.3
  1  0.3
  2  0.3
  3  0.0
  1  0.0
  0  115
%CPU     %MEM    
106.7    0.4     
97.1  0.4
PSR %CPU
  1  1.5
  1  0.0
  2  0.0
  0 31.5
  2  0.4
  2  0.3
  1  0.3
  2  0.0
  1  0.0
  3 50.0
%CPU     %MEM    
106.2    0.4     
97.3  0.4
PSR %CPU
  2  1.5
  1  0.0
  2  0.0
  0 32.2
  1  0.4
  1  0.3
  2  0.3
%CPU     %MEM    
100.0    0.4     
97.5  0.4
PSR %CPU
  2  1.5
  1  0.0
  2  0.0
  0 33.0
  1  0.4
  1  0.3
  2  0.3
%CPU     %MEM    
100.0    0.4     
97.6  0.4
PSR %CPU
  2  1.5
  1  0.0
  2  0.0
  0 33.7
  1  0.3
  1  0.3
  2  0.3
%CPU     %MEM    
50.0     0.5     
96.9  0.4
PSR %CPU
  2  1.5
  1  0.0
  1  0.0
  0 34.0
  1  0.3
  1  0.3
  1  0.3
  1  0.0
  2  0.0
  3  0.0
%CPU     %MEM    
100.0    0.5     
97.1  0.4
PSR %CPU
  2  1.5
  1  0.0
  1  0.0
  0 33.8
  1  0.3
  1  0.3
  1  0.3
  0  0.0
  2  9.0
  3  110
%CPU     %MEM    
86.7     0.4     
97.2  0.4
PSR %CPU
  2  1.4
  2  0.0
  2  0.0
  0 33.5
  2  0.3
  2  0.3
  1  0.3
  3  0.0
  1  0.0
  0  0.0
%CPU     %MEM    
87.5     0.5     
97.3  0.4
PSR %CPU
  1  1.4
  2  0.0
  2  0.0
  0 33.2
  3  0.3
  2  0.3
  3  0.3
  3  0.0
  3  0.0
  0  0.0
%CPU     %MEM    
80.0     0.5     
97.5  0.4
PSR %CPU
  1  1.4
  2  0.0
  2  0.0
  0 32.9
  2  0.3
  2  0.3
  3  0.3
  2  0.0
  0  0.0
  1  0.0
%CPU     %MEM    
86.7     0.5     
97.6  0.4
PSR %CPU
  1  1.4
  2  0.0
  2  0.0
  0 32.7
  3  0.3
  2  0.3
  3  0.3
%CPU     %MEM    
93.8     0.5     
96.9  0.5
PSR %CPU
  1  1.4
  2  0.0
  2  0.0
  0 32.1
  3  0.4
  0  0.3
  2  0.3
  1  0.0
  0  3.0
  1  105
%CPU     %MEM    
100.0    0.5     
97.1  0.5
PSR %CPU
  1  1.4
  2  0.0
  2  0.0
  0 31.9
  3  0.3
  0  0.3
  2  0.3
  2  0.0
  2  2.0
  3 57.0
%CPU     %MEM    
100.0    0.5     
97.2  0.5
PSR %CPU
  1  1.4
  2  0.0
  2  0.0
  0 31.9
  3  0.4
  0  0.3
  2  0.3
%CPU     %MEM    
106.7    0.5     
97.4  0.5
PSR %CPU
  1  1.4
  2  0.0
  2  0.0
  0 32.5
  3  0.3
  0  0.3
  2  0.3
%CPU     %MEM    
100.0    0.5     
97.5  0.5
PSR %CPU
  1  1.4
  2  0.0
  2  0.0
  0 32.5
  3  0.3
  0  0.3
  2  0.3
  3  0.0
  3  0.0
  3  0.0
%CPU     %MEM    
106.7    0.5     
96.7  0.5
PSR %CPU
  1  1.4
  2  0.0
  2  0.0
  0 32.0
  3  0.3
  0  0.3
  1  0.3
  2  0.0
  3  0.0
  0  0.0
%CPU     %MEM    
93.8     0.5     
96.9  0.5
PSR %CPU
  1  1.4
  2  0.0
  2  0.0
  0 32.2
  3  0.3
  0  0.3
  2  0.3
%CPU     %MEM    
106.2    0.5     
97.1  0.5
PSR %CPU
  1  1.4
  2  0.0
  2  0.0
  0 32.9
  3  0.3
  0  0.3
  2  0.3
%CPU     %MEM    
93.8     0.5     
97.2  0.5
PSR %CPU
  1  1.4
  2  0.0
  2  0.0
  0 33.5
  3  0.3
  0  0.3
  2  0.3
%CPU     %MEM    
93.8     0.5     
97.4  0.5
PSR %CPU
  1  1.3
  2  0.0
  2  0.0
  0 34.2
  3  0.3
  0  0.3
  2  0.3
%CPU     %MEM    
100.0    0.5     
97.5  0.5
PSR %CPU
  1  1.3
  2  0.0
  2  0.0
  0 34.8
  3  0.3
  0  0.3
  2  0.3
%CPU     %MEM    
100.0    0.6     
96.9  0.5
PSR %CPU
  1  1.3
  2  0.0
  2  0.0
  0 34.3
  3  0.3
  0  0.3
  2  0.3
  2  0.0
  3  0.0
  3  106
%CPU     %MEM    
100.0    0.5     
97.1  0.5
PSR %CPU
  1  1.3
  2  0.0
  2  0.0
  0 34.1
  1  0.3
  0  0.3
  2  0.3
  2  0.0
  0  0.0
  0 52.0
%CPU     %MEM    
100.0    0.5     
97.2  0.4
PSR %CPU
  2  1.3
  2  0.0
  2  0.0
  0 34.1
  1  0.3
  0  0.3
  2  0.3
%CPU     %MEM    
106.7    0.5     
97.4  0.4
PSR %CPU
  2  1.3
  2  0.0
  2  0.0
  0 34.6
  1  0.3
  0  0.3
  2  0.3
%CPU     %MEM    
100.0    0.5     
97.5  0.4
PSR %CPU
  2  1.3
  2  0.0
  2  0.0
  0 35.2
  1  0.3
  0  0.3
  2  0.3
%CPU     %MEM    
100.0    0.5     
97.6  0.4
PSR %CPU
  2  1.3
  2  0.0
  2  0.0
  0 35.5
  1  0.3
  0  0.3
  2  0.3
%CPU     %MEM    
100.0    0.5     
97.1  0.4
PSR %CPU
  2  1.3
  2  0.0
  2  0.0
  0 36.1
  1  0.3
  0  0.3
  2  0.3
%CPU     %MEM    
93.8     0.5     
97.3  0.4
PSR %CPU
  2  1.3
  2  0.0
  2  0.0
  0 36.7
  1  0.3
  0  0.3
  2  0.3
%CPU     %MEM    
106.7    0.5     
97.4  0.4
PSR %CPU
  2  1.2
  2  0.0
  2  0.0
  0 37.2
  1  0.3
  0  0.3
  2  0.3
%CPU     %MEM    
100.0    0.5     
97.5  0.4
PSR %CPU
  2  1.2
  2  0.0
  2  0.0
  0 37.8
  1  0.3
  0  0.3
  2  0.3
%CPU     %MEM    
106.7    0.5     
97.6  0.5
PSR %CPU
  2  1.2
  0  0.0
  0  0.0
  0 37.7
  1  0.3
  0  0.3
  0  0.3
  3  0.0
  0  0.0
  2  0.0
%CPU     %MEM    
86.7     0.5     
97.1  0.5
PSR %CPU
  2  1.2
  0  0.0
  0  0.0
  0 37.2
  0  0.3
  0  0.3
  1  0.3
  3  0.0
  0  0.0
  2  0.0
%CPU     %MEM    
93.8     0.6     
97.2  0.5
PSR %CPU
  2  1.3
  0  0.0
  1  0.0
  0 37.0
  2  0.3
  1  0.3
  0  0.3
  2  0.0
  2  0.0
  3 51.0
%CPU     %MEM    
80.0     0.6     
97.3  0.5
PSR %CPU
  2  1.3
  0  0.0
  1  0.0
  0 36.7
  1  0.3
  1  0.3
  0  0.3
  3  0.0
  0  0.0
  0  0.0
%CPU     %MEM    
113.3    0.6     
97.4  0.5
PSR %CPU
  2  1.3
  0  0.0
  2  0.0
  0 36.5
  1  0.3
  1  0.3
  2  0.3
  3  0.0
  0  0.0
  1  0.0
%CPU     %MEM    
106.7    0.6     
97.5  0.5
PSR %CPU
  1  1.3
  0  0.0
  2  0.0
  0 36.3
  3  0.3
  2  0.3
  1  0.3
  1  0.0
  3  2.0
  0 93.0
%CPU     %MEM    
100.0    0.6     
97.7  0.5
PSR %CPU
  1  1.3
  0  0.0
  2  0.0
  0 36.0
  3  0.3
  2  0.3
  2  0.3
  2  0.0
  0  0.0
  2  0.0
%CPU     %MEM    
100.0    0.6     
97.2  0.5
PSR %CPU
  1  1.3
  0  0.0
  2  0.0
  0 35.6
  3  0.3
  1  0.3
  0  0.3
  2  0.0
  3  1.0
  0 56.0
%CPU     %MEM    
81.2     0.6     
97.2  0.5
PSR %CPU
  1  1.4
  0  0.0
  2  0.0
  1 35.3
  3  0.3
  1  0.3
  0  0.3
  3  0.0
  3  0.0
  3  0.0
%CPU     %MEM    
93.8     0.6     
97.3  0.6
PSR %CPU
  1  1.4
  0  0.0
  2  0.0
  1 35.1
  2  0.3
  0  0.3
  3  0.3
  2  0.0
  0  0.0
  0  0.0
%CPU     %MEM    
106.2    0.6     
97.4  0.5
PSR %CPU
  1  1.4
  0  0.0
  2  0.0
  1 34.9
  2  0.3
  0  0.3
  3  0.3
  2  0.0
  1  0.0
  0  0.0
%CPU     %MEM    
106.7    0.6     
97.5  0.5
PSR %CPU
  0  1.4
  0  0.0
  2  0.0
  1 34.7
  2  0.3
  0  0.3
  3  0.3
  1  0.0
  1  0.0
  2  0.0
%CPU     %MEM    
100.0    0.6     
97.6  0.6
PSR %CPU
  1  1.4
  2  0.0
  2  0.0
  1 34.5
  2  0.3
  0  0.3
  3  0.3
  1  0.0
  2  0.0
  3  0.0
%CPU     %MEM    
87.5     0.7     
97.1  0.6
PSR %CPU
  0  1.4
  2  0.0
  2  0.0
  1 34.1
  1  0.4
  0  0.3
  3  0.3
  1  0.0
  3  0.0
  2  0.0
%CPU     %MEM    
100.0    0.7     
97.2  0.6
PSR %CPU
  0  1.4
  2  0.0
  0  0.0
  1 33.9
  1  0.3
  0  0.4
  3  0.3
  1  0.0
  3  0.0
  2  108
%CPU     %MEM    
100.0    0.7     
97.3  0.6
PSR %CPU
  0  1.4
  2  0.0
  0  0.0
  1 33.7
  1  0.4
  3  0.4
  3  0.3
  0  0.0
  2  0.0
  1  0.0
%CPU     %MEM    
87.5     0.7     
97.4  0.6
PSR %CPU
  0  1.5
  2  0.0
  2  0.0
  1 33.5
  1  0.4
