%CPU     %MEM    
  3  4.7
  3  0.0
  0  0.0
  3 37.8
  2  0.4
  1  1.0
  1  0.3
%CPU     %MEM    
95.0  0.1
PSR %CPU
  3  4.3
  3  0.0
  0  0.0
  3 39.8
  2  0.3
  1  0.9
  1  0.3
%CPU     %MEM    
96.1  0.1
PSR %CPU
  3  4.1
  3  0.0
  0  0.0
  3 43.4
  2  0.3
  1  0.9
  1  0.3
%CPU     %MEM    
97.0  0.1
PSR %CPU
  3  3.9
  3  0.0
  0  0.0
  3 46.6
  2  0.3
  1  0.8
  1  0.3
%CPU     %MEM    
97.8  0.1
PSR %CPU
  3  3.7
  3  0.0
  0  0.0
  2 46.8
  2  0.3
  1  0.8
  3  0.2
  0  0.0
  1  0.0
  2  0.0
%CPU     %MEM    
98.7  0.1
PSR %CPU
  3  3.6
  3  0.0
  0  0.0
  2 45.0
  2  0.3
  1  0.8
  3  0.2
  0  2.0
  1  2.0
  2  176
%CPU     %MEM    
95.7  0.1
PSR %CPU
  3  3.4
  3  0.0
  0  0.0
  2 41.6
  2  0.2
  1  0.7
  3  0.2
  0  0.6
  1 28.6
  2 69.6
%CPU     %MEM    
96.3  0.2
PSR %CPU
  0  3.3
  3  0.0
  0  0.0
  2 40.1
  2  0.3
  3  0.7
  1  0.2
  1  0.0
  1  0.0
  3  0.0
%CPU     %MEM    
96.9  0.1
PSR %CPU
  0  3.3
  1  0.0
  1  0.0
  2 38.7
  2  0.3
  3  0.7
  1  0.3
  3  2.0
  0 25.0
  1 16.0
%CPU     %MEM    
97.5  0.1
PSR %CPU
  0  3.2
  1  0.0
  1  0.0
  2 40.2
  2  0.3
  3  0.7
  1  0.3
%CPU     %MEM    
98.1  0.1
PSR %CPU
  0  3.0
  1  0.0
  1  0.0
  2 42.7
  2  0.3
  3  0.7
  1  0.2
%CPU     %MEM    
98.7  0.1
PSR %CPU
  0  3.0
  1  0.0
  1  0.0
  2 45.0
  2  0.3
  3  0.6
  1  0.2
%CPU     %MEM    
96.3  0.1
PSR %CPU
  0  2.8
  1  0.0
  1  0.0
  2 45.8
  2  0.2
  3  0.6
  1  0.2
%CPU     %MEM    
96.9  0.1
PSR %CPU
  0  2.7
  1  0.0
  1  0.0
  2 47.9
  2  0.2
  3  0.6
  1  0.2
%CPU     %MEM    
97.5  0.1
PSR %CPU
  0  2.6
  1  0.0
  1  0.0
  2 49.8
  2  0.2
  3  0.6
  1  0.2
%CPU     %MEM    
98.1  0.1
PSR %CPU
  0  2.5
  1  0.0
  1  0.0
  0 51.7
  2  0.2
  3  0.5
  1  0.2
%CPU     %MEM    
98.6  0.1
PSR %CPU
  0  2.5
  1  0.0
  1  0.0
  0 53.4
  2  0.2
  3  0.5
  1  0.2
%CPU     %MEM    
99.1  0.1
PSR %CPU
  0  2.4
  1  0.0
  1  0.0
  1 55.1
  2  0.2
  3  0.5
  1  0.2
%CPU     %MEM    
97.0  0.2
PSR %CPU
  0  2.5
  1  0.0
  1  0.0
  1 55.0
  2  0.2
  3  0.5
  0  0.2
  1  0.0
  2  0.0
  3  0.0
%CPU     %MEM    
97.6  0.2
PSR %CPU
  0  2.5
  1  0.0
  1  0.0
  1 53.7
  2  0.2
  3  0.5
  0  0.2
  1  0.0
  2  6.0
  3  108
%CPU     %MEM    
98.0  0.2
PSR %CPU
  0  2.5
  1  0.0
  1  0.0
  1 52.4
  2  0.2
  3  0.5
  0  0.2
  1  0.0
  2  3.0
  3  112
%CPU     %MEM    
98.4  0.2
PSR %CPU
  0  2.5
  1  0.0
  1  0.0
  1 51.2
  2  0.2
  3  0.5
  1  0.4
  2  0.0
  3  0.0
  0  0.0
%CPU     %MEM    
98.8  0.2
PSR %CPU
  0  2.7
  1  0.0
  1  0.0
  1 50.1
  2  0.2
  3  0.5
  1  0.4
  1  0.0
  2  0.0
  3  0.0
%CPU     %MEM    
99.0  0.2
PSR %CPU
  0  2.6
  1  0.0
  1  0.0
  3 49.0
  2  0.2
  2  0.5
  1  0.4
  2  0.0
  2  0.0
  3  0.0
%CPU     %MEM    
97.1  0.2
PSR %CPU
  0  2.6
  2  0.0
  2  0.0
  3 47.0
  1  0.2
  2  0.5
  2  0.4
  1  0.0
  2  0.0
  0  0.0
%CPU     %MEM    
97.4  0.2
PSR %CPU
  0  2.6
  2  0.0
  2  0.0
  3 46.0
  1  0.2
  2  0.5
  0  0.4
  2  0.0
  2  0.0
  3  0.0
%CPU     %MEM    
97.6  0.2
PSR %CPU
  0  2.6
  2  0.0
  2  0.0
  3 45.1
  2  0.3
  2  0.5
  1  0.4
  2  0.0
  3  0.0
  0  0.0
%CPU     %MEM    
97.8  0.2
PSR %CPU
  0  2.5
  2  0.0
  2  0.0
  3 44.2
  2  0.3
  2  0.5
  1  0.4
  1  0.0
  3  0.0
  0  0.0
%CPU     %MEM    
98.1  0.2
PSR %CPU
  0  2.5
  2  0.0
  2  0.0
  3 44.4
  2  0.3
  1  0.5
  1  0.5
%CPU     %MEM    
96.1  0.2
PSR %CPU
  0  2.4
  2  0.0
  2  0.0
  3 43.0
  2  0.3
  1  0.5
  1  0.4
  2 72.0
%CPU     %MEM    
96.3  0.2
PSR %CPU
  0  2.4
  2  0.0
  2  0.0
  3 42.2
  2  0.3
  1  0.5
  3  0.4
  1  0.0
  2  0.0
  0 33.0
%CPU     %MEM    
96.6  0.2
PSR %CPU
  0  2.4
  1  0.0
  1  0.0
  1 41.5
  2  0.3
  1  0.5
  3  0.5
  3  0.0
  2  0.0
  2  105
%CPU     %MEM    
96.9  0.2
PSR %CPU
  0  2.3
  1  0.0
  1  0.0
  1 40.7
  2  0.3
  1  0.5
  3  0.4
  1  0.0
  2  0.0
  1  0.0
%CPU     %MEM    
97.2  0.3
PSR %CPU
  0  2.3
  1  0.0
  3  0.0
  1 40.0
  2  0.3
  0  0.5
  1  0.5
  1  0.0
  2  0.0
  3  0.0
%CPU     %MEM    
97.4  0.3
PSR %CPU
  0  2.3
  1  0.0
  3  0.0
  1 39.4
  0  0.3
  2  0.5
  2  0.5
  1  0.0
  2  0.0
  3  0.0
%CPU     %MEM    
96.2  0.3
PSR %CPU
  0  2.2
  1  0.0
  3  0.0
  1 38.1
  0  0.3
  2  0.5
  2  0.4
  1  0.0
  2  0.0
  3 94.0
%CPU     %MEM    
96.5  0.2
PSR %CPU
  0  2.2
  1  0.0
  3  0.0
  1 37.5
  2  0.3
  2  0.5
  0  0.5
  1  0.0
  2  0.0
  1  0.0
%CPU     %MEM    
96.8  0.2
PSR %CPU
  0  2.2
  1  0.0
  3  0.0
  1 36.9
  2  0.3
  2  0.5
  0  0.4
  3  0.0
  2  0.0
  3 64.0
%CPU     %MEM    
97.0  0.3
PSR %CPU
  0  2.1
  1  0.0
  3  0.0
  1 36.3
  0  0.3
  2  0.5
  0  0.5
  1  0.0
  3  0.0
  1 96.0
%CPU     %MEM    
97.3  0.3
PSR %CPU
  2  2.1
  1  0.0
  3  0.0
  1 35.7
  3  0.3
  2  0.5
  0  0.5
  3  0.0
  0  0.0
  1  0.0
%CPU     %MEM    
96.1  0.3
PSR %CPU
  2  2.0
  1  0.0
  3  0.0
  1 34.7
  3  0.3
  2  0.5
  0  0.4
  3  0.0
  0  0.0
  1 52.0
%CPU     %MEM    
96.3  0.3
PSR %CPU
  2  2.1
  1  0.0
  3  0.0
  1 34.2
  3  0.3
  1  0.5
  0  0.5
  1  0.0
  0  0.0
  2  0.0
%CPU     %MEM    
96.6  0.3
PSR %CPU
  2  2.0
  1  0.0
  3  0.0
  1 33.7
  3  0.3
  1  0.5
  0  0.5
  1  0.0
  0  0.0
  2  129
%CPU     %MEM    
96.9  0.3
PSR %CPU
  1  2.0
  1  0.0
  3  0.0
  1 33.2
  2  0.4
  1  0.5
  0  0.5
  3  0.0
  0  0.0
  1  0.0
%CPU     %MEM    
97.0  0.3
PSR %CPU
  1  2.0
  1  0.0
  3  0.0
  1 32.7
  2  0.4
  3  0.5
  0  0.5
  0  0.0
  2  0.0
  0  0.0
%CPU     %MEM    
97.3  0.3
PSR %CPU
  1  2.0
  1  0.0
  3  0.0
  1 32.3
  2  0.4
  3  0.5
  0  0.5
  0  1.0
  2  0.0
  0  161
%CPU     %MEM    
96.2  0.3
PSR %CPU
  1  2.0
  1  0.0
  3  0.0
  1 31.4
  2  0.4
  3  0.5
  3  0.5
  0  0.0
  3  0.0
  3 40.0
%CPU     %MEM    
96.4  0.3
PSR %CPU
  2  2.0
  1  0.0
  3  0.0
  1 31.0
  2  0.4
  0  0.5
  3  0.5
  3  0.0
  0  0.0
  1 44.0
%CPU     %MEM    
96.7  0.3
PSR %CPU
  2  1.9
  1  0.0
  3  0.0
  1 30.6
  2  0.4
  0  0.5
  3  0.5
  3  0.0
  0  0.0
  1 81.0
%CPU     %MEM    
96.9  0.3
PSR %CPU
  2  1.9
  1  0.0
  3  0.0
  1 30.2
  0  0.4
  0  0.5
  3  0.5
  0  0.0
  0  0.0
  1  0.0
%CPU     %MEM    
97.1  0.3
PSR %CPU
  2  1.9
  1  0.0
  3  0.0
  1 29.8
  0  0.4
  0  0.5
  3  0.5
%CPU     %MEM    
96.1  0.3
PSR %CPU
  2  1.9
  1  0.0
  3  0.0
  1 29.0
  0  0.4
  0  0.5
  3  0.5
  0  0.0
  1  0.0
  1 57.0
%CPU     %MEM    
96.3  0.3
PSR %CPU
  2  1.9
  1  0.0
  3  0.0
  1 28.7
  2  0.4
  0  0.5
  3  0.5
%CPU     %MEM    
96.5  0.3
PSR %CPU
  2  1.9
  1  0.0
  3  0.0
  1 28.3
  2  0.4
  0  0.5
  3  0.5
  0  0.0
  1  0.0
  2 47.0
%CPU     %MEM    
96.7  0.4
PSR %CPU
  2  1.8
  1  0.0
  3  0.0
  1 28.0
  3  0.4
  2  0.5
  3  0.5
  0  4.0
  1  0.0
  3 83.0
%CPU     %MEM    
97.0  0.4
PSR %CPU
  3  1.8
  3  0.0
  3  0.0
  1 27.7
  1  0.4
  2  0.5
  3  0.5
  2  0.0
  1  0.0
  0  0.0
%CPU     %MEM    
97.2  0.4
PSR %CPU
  3  1.8
  3  0.0
  3  0.0
  1 27.3
  1  0.4
  2  0.5
  3  0.5
  2 86.0
  1  0.0
  0 55.0
%CPU     %MEM    
96.3  0.4
PSR %CPU
  3  1.8
  3  0.0
  3  0.0
  1 26.7
  1  0.4
  2  0.5
  1  0.5
  2  5.0
  1  0.0
  0 42.0
%CPU     %MEM    
96.6  0.4
PSR %CPU
  3  1.7
  3  0.0
  3  0.0
  1 26.4
  1  0.4
  2  0.5
  1  0.5
  2 55.0
  1  0.0
  0 27.0
%CPU     %MEM    
96.8  0.4
PSR %CPU
  3  1.7
  3  0.0
  3  0.0
  1 26.1
  1  0.4
  1  0.5
  2  0.5
  3  8.0
  3  0.0
  0 58.0
%CPU     %MEM    
97.0  0.4
PSR %CPU
  3  1.7
  3  0.0
  3  0.0
  1 25.8
  1  0.4
  1  0.5
  2  0.5
  3 63.0
  3  0.0
  0 29.0
%CPU     %MEM    
97.2  0.4
PSR %CPU
  3  1.7
  3  0.0
  3  0.0
  1 25.5
  3  0.4
  2  0.5
  2  0.5
  0  0.0
  1  0.0
  2  0.0
%CPU     %MEM    
97.4  0.4
PSR %CPU
  3  1.7
  3  0.0
  3  0.0
  1 25.3
  3  0.4
  2  0.5
  2  0.5
  0  0.0
  1  0.0
  2  173
%CPU     %MEM    
96.6  0.4
PSR %CPU
  3  1.7
  3  0.0
  3  0.0
  1 24.7
  3  0.4
  1  0.5
  0  0.5
  0  0.0
  2  0.0
  0 19.0
%CPU     %MEM    
96.7  0.4
PSR %CPU
  3  1.7
  0  0.0
  3  0.0
  1 24.5
  0  0.4
  1  0.5
  0  0.4
  0  0.0
  2  0.0
  2 55.0
%CPU     %MEM    
96.9  0.4
PSR %CPU
  3  1.7
  0  0.0
  1  0.0
  1 24.2
  1  0.4
  2  0.5
  0  0.5
  0  0.0
  2  0.0
  3 86.0
%CPU     %MEM    
97.1  0.4
PSR %CPU
  3  1.7
  0  0.0
  1  0.0
  1 24.0
  1  0.4
  2  0.5
  0  0.4
  3  0.0
  3  0.0
  1  0.0
%CPU     %MEM    
97.3  0.4
PSR %CPU
  1  1.7
  0  0.0
  0  0.0
  1 23.7
  1  0.4
  2  0.5
  0  0.5
  0  0.0
  3  0.0
  3  0.0
%CPU     %MEM    
97.4  0.4
PSR %CPU
  1  1.8
  0  0.0
  0  0.0
  1 23.2
  0  0.4
  0  0.5
  2  0.4
  0 12.0
  2 21.0
  3 24.0
%CPU     %MEM    
96.6  0.4
PSR %CPU
  3  1.8
  0  0.0
  0  0.0
  1 23.0
  2  0.4
  0  0.5
  1  0.4
  1  0.0
  1  0.0
  2 57.0
%CPU     %MEM    
96.8  0.4
PSR %CPU
  3  1.8
  0  0.0
  0  0.0
  1 22.8
  2  0.4
  0  0.5
  1  0.4
  1  0.0
  1  0.0
  2 87.0
%CPU     %MEM    
97.0  0.4
PSR %CPU
  3  1.8
  0  0.0
  0  0.0
  1 22.6
  2  0.4
  0  0.5
  1  0.4
  1  0.0
  1  0.0
  2  0.0
%CPU     %MEM    
97.2  0.4
PSR %CPU
  3  1.8
  0  0.0
  0  0.0
  1 22.3
  2  0.4
  0  0.5
  1  0.4
  0  0.0
  1  0.0
  2  0.0
%CPU     %MEM    
97.4  0.4
PSR %CPU
  3  1.8
  0  0.0
  0  0.0
  2 22.1
  2  0.4
  0  0.5
  1  0.4
  0  0.0
  1  0.0
  3  106
%CPU     %MEM    
96.6  0.4
PSR %CPU
  3  1.7
  0  0.0
  0  0.0
  2 21.7
  2  0.4
  3  0.5
  1  0.4
  0  0.0
  1  0.0
  1 60.0
%CPU     %MEM    
96.7  0.4
PSR %CPU
  3  1.7
  0  0.0
  0  0.0
  2 21.5
  2  0.4
  0  0.5
  1  0.4
  0  0.0
  1  0.0
  1 44.0
%CPU     %MEM    
96.9  0.4
PSR %CPU
  3  1.7
  0  0.0
  0  0.0
  2 21.3
  1  0.4
  0  0.5
  3  0.4
  0  0.0
  1  0.0
  2 92.0
%CPU     %MEM    
97.1  0.4
PSR %CPU
  3  1.7
  0  0.0
  0  0.0
  2 21.1
  1  0.4
  3  0.5
  0  0.4
%CPU     %MEM    
97.2  0.4
PSR %CPU
  3  1.7
  0  0.0
  0  0.0
  2 20.9
  1  0.4
  0  0.5
  0  0.4
  0  0.0
  2  0.0
  1  0.0
%CPU     %MEM    
97.4  0.5
PSR %CPU
  2  1.7
  0  0.0
  0  0.0
  2 20.8
  0  0.4
  3  0.5
  0  0.5
  1  0.0
  1  0.0
  0 95.0
%CPU     %MEM    
96.7  0.4
PSR %CPU
  2  1.7
  0  0.0
  0  0.0
  2 20.4
  0  0.4
  3  0.5
  0  0.4
  0  0.0
  1  0.0
  0 36.0
%CPU     %MEM    
96.9  0.4
PSR %CPU
  2  1.8
  0  0.0
  0  0.0
  2 20.2
  0  0.4
  3  0.5
  3  0.4
  3  0.0
  0  0.0
  1  0.0
%CPU     %MEM    
97.1  0.5
PSR %CPU
  2  1.8
  0  0.0
  0  0.0
  2 20.0
  0  0.4
  3  0.5
  0  0.5
  3  0.0
  0  0.0
  1  0.0
%CPU     %MEM    
97.2  0.5
PSR %CPU
  2  1.8
  0  0.0
  0  0.0
  2 19.9
  0  0.4
  3  0.5
  0  0.4
  3  0.0
  0  7.0
  1  158
%CPU     %MEM    
97.3  0.5
PSR %CPU
  1  1.8
  0  0.0
  0  0.0
  2 19.7
  0  0.4
  3  0.5
  1  0.4
  3  0.0
  2  0.0
  1  0.0
%CPU     %MEM    
96.6  0.5
PSR %CPU
  3  1.8
  0  0.0
  0  0.0
  2 19.4
  0  0.4
  1  0.5
  3  0.4
%CPU     %MEM    
96.8  0.5
PSR %CPU
  3  1.8
  0  0.0
  0  0.0
  2 19.2
  0  0.4
  1  0.5
  3  0.4
  0  0.0
  1  0.0
  2  114
%CPU     %MEM    
97.0  0.5
PSR %CPU
  3  1.8
  0  0.0
  0  0.0
  2 19.1
  0  0.4
  1  0.5
  3  0.4
  1  0.0
  2  0.0
  2 44.0
%CPU     %MEM    
97.1  0.5
PSR %CPU
  3  1.8
  0  0.0
  2  0.0
  2 18.9
  0  0.4
  1  0.5
  2  0.4
  2  0.0
  2  0.0
  1  0.0
%CPU     %MEM    
97.3  0.5
PSR %CPU
  3  1.7
  0  0.0
  2  0.0
  2 18.7
  0  0.4
  1  0.5
  2  0.4
  2  0.0
  2  9.0
  1  151
%CPU     %MEM    
97.4  0.5
PSR %CPU
  3  1.7
  0  0.0
  2  0.0
  2 18.6
  0  0.4
  1  0.5
  2  0.4
  2  0.0
  1  0.0
  3  0.0
%CPU     %MEM    
96.8  0.5
PSR %CPU
  3  1.7
  0  0.0
  2  0.0
  2 18.3
  0  0.4
  1  0.5
  2  0.4
%CPU     %MEM    
96.9  0.5
PSR %CPU
  3  1.7
  0  0.0
  2  0.0
  2 18.2
  0  0.4
  1  0.5
  2  0.4
  0  0.0
  1  3.0
  3  113
%CPU     %MEM    
97.0  0.5
PSR %CPU
  3  1.7
  0  0.0
  2  0.0
  2 18.0
  0  0.4
  1  0.5
  2  0.4
  2  0.0
  1  0.0
  2  0.0
%CPU     %MEM    
97.2  0.5
PSR %CPU
  3  1.7
  0  0.0
  2  0.0
  2 17.9
  2  0.4
  1  0.5
  2  0.4
  0  0.0
  0  0.0
  3  0.0
%CPU     %MEM    
97.3  0.6
PSR %CPU
  3  1.7
  0  0.0
  2  0.0
  2 17.8
  3  0.4
  1  0.5
  2  0.4
  0  0.0
  1  1.0
  2 85.0
%CPU     %MEM    
97.5  0.5
PSR %CPU
  3  1.7
  0  0.0
  2  0.0
  2 17.6
  2  0.4
  1  0.5
  2  0.4
  0  0.0
  2  0.0
  0  0.0
%CPU     %MEM    
96.9  0.5
PSR %CPU
  3  1.7
  0  0.0
  2  0.0
  2 17.4
  1  0.4
  2  0.5
  1  0.4
  1  0.0
  2  0.0
  0  0.0
%CPU     %MEM    
97.0  0.6
PSR %CPU
  3  1.7
  0  0.0
  2  0.0
  2 17.2
  1  0.4
  2  0.5
  3  0.5
  0  0.0
  1  0.0
  2 60.0
%CPU     %MEM    
97.1  0.5
PSR %CPU
  3  1.7
  0  0.0
  2  0.0
  2 17.1
  1  0.4
  2  0.5
  2  0.5
  3  0.0
  1  0.0
  0  0.0
%CPU     %MEM    
97.2  0.5
PSR %CPU
  3  1.7
  0  0.0
  2  0.0
  2 17.0
  1  0.4
  0  0.5
  3  0.5
%CPU     %MEM    
97.4  0.6
PSR %CPU
  3  1.7
  0  0.0
  2  0.0
  2 16.9
  1  0.4
  0  0.5
  3  0.5
  0  0.0
  1  0.0
  2  113
%CPU     %MEM    
96.8  0.5
PSR %CPU
  3  1.7
  0  0.0
  2  0.0
  2 16.6
  1  0.4
  2  0.5
  0  0.5
%CPU     %MEM    
96.9  0.5
PSR %CPU
  3  1.6
  0  0.0
  2  0.0
  2 16.5
  1  0.4
  2  0.5
  0  0.5
  1  0.0
  0  0.0
  1 42.0
%CPU     %MEM    
97.0  0.5
PSR %CPU
  3  1.6
  0  0.0
  2  0.0
  2 17.0
  1  0.4
  2  0.5
  0  0.5
%CPU     %MEM    
97.2  0.5
PSR %CPU
  3  1.6
  0  0.0
  2  0.0
  2 17.7
  1  0.4
  2  0.5
  0  0.4
%CPU     %MEM    
97.3  0.5
PSR %CPU
  3  1.6
  0  0.0
  1  0.0
  2 18.4
  1  0.4
  2  0.5
  0  0.4
%CPU     %MEM    
97.5  0.5
PSR %CPU
  3  1.6
  0  0.0
  1  0.0
  2 19.1
  1  0.4
  2  0.5
  0  0.4
%CPU     %MEM    
97.0  0.5
PSR %CPU
  3  1.6
  0  0.0
  1  0.0
  2 19.6
  1  0.4
  2  0.5
  0  0.4
%CPU     %MEM    
97.1  0.5
PSR %CPU
  3  1.6
  0  0.0
  1  0.0
  2 20.3
  1  0.4
  2  0.5
  0  0.4
%CPU     %MEM    
97.2  0.6
PSR %CPU
  3  1.6
  0  0.0
  1  0.0
  2 20.6
  1  0.4
  2  0.5
  0  0.4
  0  0.0
  0  0.0
  0  0.0
%CPU     %MEM    
97.3  0.6
PSR %CPU
  3  1.6
  0  0.0
  1  0.0
  2 20.5
  1  0.4
  3  0.5
  0  0.4
  1  0.0
  2  0.0
  0  0.0
%CPU     %MEM    
97.4  0.6
PSR %CPU
  3  1.6
  0  0.0
  1  0.0
  2 20.4
  1  0.4
  2  0.5
  0  0.4
  3  0.0
  1  0.0
  0  0.0
%CPU     %MEM    
97.5  0.6
PSR %CPU
  3  1.6
  0  0.0
  1  0.0
  2 20.2
  1  0.4
  2  0.5
  0  0.4
  1  0.0
  2  0.0
  1  0.0
%CPU     %MEM    
97.0  0.6
PSR %CPU
  3  1.6
  0  0.0
  1  0.0
  2 20.0
  1  0.4
  2  0.5
  0  0.4
  0  0.0
  2  0.0
  2  0.0
%CPU     %MEM    
97.1  0.6
PSR %CPU
  3  1.6
  0  0.0
  1  0.0
  2 19.8
  1  0.4
  2  0.5
  0  0.4
  0  0.0
  1  0.0
  1 58.0
%CPU     %MEM    
97.2  0.6
PSR %CPU
  3  1.7
  0  0.0
  2  0.0
  2 19.7
  1  0.4
  2  0.5
  0  0.4
  1  0.0
  2  0.0
  1  0.0
%CPU     %MEM    
97.3  0.6
PSR %CPU
  3  1.7
  0  0.0
  2  0.0
  2 19.6
  1  0.4
  2  0.5
  0  0.4
  1  0.0
  2  1.0
  1  155
%CPU     %MEM    
97.4  0.6
PSR %CPU
  3  1.7
  0  0.0
  2  0.0
  2 19.5
  1  0.4
  2  0.5
  0  0.4
  0  0.0
  0  0.0
  0  0.0
%CPU     %MEM    
96.9  0.6
PSR %CPU
  3  1.7
  1  0.0
  2  0.0
  2 19.2
  1  0.4
  2  0.5
  1  0.4
  0  0.0
  1  1.0
  2 38.0
%CPU     %MEM    
97.0  0.5
PSR %CPU
  3  1.7
  1  0.0
  2  0.0
  2 19.1
  3  0.4
  2  0.5
  1  0.4
  1  0.0
  0  0.0
  1  0.0
%CPU     %MEM    
97.1  0.5
PSR %CPU
  1  1.7
  1  0.0
  2  0.0
  2 19.0
  1  0.4
  3  0.5
  1  0.4
  3  0.0
  3  0.0
  2  0.0
%CPU     %MEM    
97.1  0.7
PSR %CPU
  3  1.7
  1  0.0
  2  0.0
  2 18.9
  3  0.4
  1  0.5
  3  0.4
  0  0.0
  1  0.0
  2 73.0
%CPU     %MEM    
97.2  0.6
PSR %CPU
  0  1.7
  1  0.0
  2  0.0
  2 18.7
  0  0.4
  1  0.5
  2  0.4
  1  0.0
  2  0.0
  3  0.0
%CPU     %MEM    
97.3  0.6
PSR %CPU
  0  1.7
  1  0.0
  2  0.0
  2 18.6
  3  0.4
  1  0.5
  2  0.4
  0  0.0
  3  0.0
  2  0.0
%CPU     %MEM    
96.8  0.6
PSR %CPU
  0  1.7
  1  0.0
  2  0.0
  0 18.4
  3  0.4
  1  0.5
  2  0.5
%CPU     %MEM    
96.9  0.6
PSR %CPU
  0  1.7
  1  0.0
  2  0.0
  0 18.3
  3  0.4
  0  0.5
  2  0.5
  1  0.0
  2  0.0
  3 30.0
%CPU     %MEM    
97.0  0.7
PSR %CPU
  3  1.7
  1  0.0
  2  0.0
  0 18.2
  3  0.4
  1  0.5
  0  0.5
  0  0.0
  2  0.0
  1  0.0
%CPU     %MEM    
97.1  0.7
PSR %CPU
  3  1.7
  1  0.0
  2  0.0
  0 18.1
  3  0.4
  1  0.5
  0  0.5
  0  0.0
  2  0.0
  1  127
%CPU     %MEM    
97.2  0.6
PSR %CPU
  3  1.7
  1  0.0
  2  0.0
  0 18.0
  3  0.5
  3  0.5
  0  0.5
  1  0.0
  2  0.0
  2  0.0
%CPU     %MEM    
97.4  0.7
PSR %CPU
  3  1.8
  1  0.0
  2  0.0
  0 17.9
  0  0.5
  3  0.5
  0  0.5
  0  0.0
  3  0.0
  1  0.0
%CPU     %MEM    
96.9  0.7
PSR %CPU
  3  1.8
  1  0.0
  2  0.0
  0 17.7
  3  0.5
  0  0.5
  0  0.5
  0  0.0
  0  0.0
  1 18.0
%CPU     %MEM    
97.0  0.7
PSR %CPU
  3  1.8
  1  0.0
  2  0.0
  0 17.6
  3  0.5
  0  0.5
  0  0.5
  0  0.0
  0  0.0
  1 67.5
%CPU     %MEM    
97.1  0.7
PSR %CPU
  3  1.8
  1  0.0
  2  0.0
  0 17.5
  1  0.5
  0  0.5
  3  0.5
  1  0.0
  3  0.0
  2  0.0
%CPU     %MEM    
97.2  0.6
PSR %CPU
  1  1.8
  1  0.0
  2  0.0
  0 17.4
  1  0.5
  3  0.5
  3  0.5
  1  0.0
  1  0.0
  2  0.0
%CPU     %MEM    
97.3  0.7
PSR %CPU
  1  1.8
  1  0.0
  2  0.0
  0 17.3
  3  0.5
  1  0.5
  2  0.5
